year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_hes_total_fte
1996,NUTS,2010,ES2,1,3957.0
1997,NUTS,2010,ES2,1,3700.0
1998,NUTS,2010,ES2,1,4722.0
1999,NUTS,2010,ES2,1,4051.0
2000,NUTS,2010,ES2,1,4673.0
2001,NUTS,2010,ES2,1,5099.0
2002,NUTS,2010,ES2,1,5885.0
2003,NUTS,2010,ES2,1,7219.0
2004,NUTS,2010,ES2,1,6880.0
2005,NUTS,2010,ES2,1,7580.0
2006,NUTS,2010,ES2,1,7791.0
2007,NUTS,2010,ES2,1,8334.0
2008,NUTS,2010,ES2,1,8522.0
2009,NUTS,2010,ES2,1,8928.0
2010,NUTS,2010,ES2,1,9122.0
2011,NUTS,2010,ES2,1,8901.0
2012,NUTS,2010,ES2,1,
2013,NUTS,2010,ES2,1,8188.0
2014,NUTS,2010,ES2,1,
2015,NUTS,2010,ES2,1,
2016,NUTS,2010,ES2,1,
2017,NUTS,2010,ES2,1,
2018,NUTS,2010,ES2,1,
2019,NUTS,2010,ES2,1,8900.0
1988,NUTS,2010,ES21,2,1107.0
1989,NUTS,2010,ES21,2,1225.0
1990,NUTS,2010,ES21,2,1229.0
1991,NUTS,2010,ES21,2,1234.0
1992,NUTS,2010,ES21,2,1259.0
1993,NUTS,2010,ES21,2,1326.0
1994,NUTS,2010,ES21,2,1333.0
1995,NUTS,2010,ES21,2,1366.0
1996,NUTS,2010,ES21,2,1504.0
1997,NUTS,2010,ES21,2,1694.0
1998,NUTS,2010,ES21,2,2345.0
1999,NUTS,2010,ES21,2,1713.0
2000,NUTS,2010,ES21,2,2144.0
2001,NUTS,2010,ES21,2,2257.0
2002,NUTS,2010,ES21,2,2310.0
2003,NUTS,2010,ES21,2,2676.0
2004,NUTS,2010,ES21,2,2369.0
2005,NUTS,2010,ES21,2,3019.0
2006,NUTS,2010,ES21,2,3000.0
2007,NUTS,2010,ES21,2,3170.0
2008,NUTS,2010,ES21,2,3165.0
2009,NUTS,2010,ES21,2,3438.0
2010,NUTS,2010,ES21,2,3572.0
2011,NUTS,2010,ES21,2,3703.0
2012,NUTS,2010,ES21,2,3975.0
2013,NUTS,2010,ES21,2,3899.0
2014,NUTS,2010,ES21,2,3976.0
2015,NUTS,2010,ES21,2,3994.0
2016,NUTS,2010,ES21,2,4026.0
2017,NUTS,2010,ES21,2,4155.0
2018,NUTS,2010,ES21,2,4337.0
2019,NUTS,2010,ES21,2,4442.0
1990,NUTS,2010,ES22,2,614.0
1991,NUTS,2010,ES22,2,776.0
1992,NUTS,2010,ES22,2,877.0
1993,NUTS,2010,ES22,2,919.0
1994,NUTS,2010,ES22,2,992.0
1995,NUTS,2010,ES22,2,716.0
1996,NUTS,2010,ES22,2,1441.0
1997,NUTS,2010,ES22,2,964.0
1998,NUTS,2010,ES22,2,1159.0
1999,NUTS,2010,ES22,2,1161.0
2000,NUTS,2010,ES22,2,1246.0
2001,NUTS,2010,ES22,2,1248.0
2002,NUTS,2010,ES22,2,1492.0
2003,NUTS,2010,ES22,2,2034.0
2004,NUTS,2010,ES22,2,1896.0
2005,NUTS,2010,ES22,2,2039.0
2006,NUTS,2010,ES22,2,2136.0
2007,NUTS,2010,ES22,2,1910.0
2008,NUTS,2010,ES22,2,2031.0
2009,NUTS,2010,ES22,2,1966.0
2010,NUTS,2010,ES22,2,1995.0
2011,NUTS,2010,ES22,2,1994.0
2012,NUTS,2010,ES22,2,
2013,NUTS,2010,ES22,2,
2014,NUTS,2010,ES22,2,
2015,NUTS,2010,ES22,2,
2016,NUTS,2010,ES22,2,
2017,NUTS,2010,ES22,2,
2018,NUTS,2010,ES22,2,
2019,NUTS,2010,ES22,2,
1993,NUTS,2010,ES23,2,54.0
1994,NUTS,2010,ES23,2,54.0
1995,NUTS,2010,ES23,2,136.0
1996,NUTS,2010,ES23,2,165.0
1997,NUTS,2010,ES23,2,143.0
1998,NUTS,2010,ES23,2,155.0
1999,NUTS,2010,ES23,2,222.0
2000,NUTS,2010,ES23,2,266.0
2001,NUTS,2010,ES23,2,322.0
2002,NUTS,2010,ES23,2,275.0
2003,NUTS,2010,ES23,2,253.0
2004,NUTS,2010,ES23,2,271.0
2005,NUTS,2010,ES23,2,280.0
2006,NUTS,2010,ES23,2,288.0
2007,NUTS,2010,ES23,2,390.0
2008,NUTS,2010,ES23,2,394.0
2009,NUTS,2010,ES23,2,395.0
2010,NUTS,2010,ES23,2,443.0
2011,NUTS,2010,ES23,2,434.0
2012,NUTS,2010,ES23,2,507.0
2013,NUTS,2010,ES23,2,
2014,NUTS,2010,ES23,2,535.0
2015,NUTS,2010,ES23,2,521.0
2016,NUTS,2010,ES23,2,603.0
2017,NUTS,2010,ES23,2,493.0
2018,NUTS,2010,ES23,2,478.0
2019,NUTS,2010,ES23,2,
1988,NUTS,2010,ES24,2,595.0
1989,NUTS,2010,ES24,2,638.0
1990,NUTS,2010,ES24,2,619.0
1991,NUTS,2010,ES24,2,641.0
1992,NUTS,2010,ES24,2,716.0
1993,NUTS,2010,ES24,2,705.0
1994,NUTS,2010,ES24,2,1004.0
1995,NUTS,2010,ES24,2,1104.0
1996,NUTS,2010,ES24,2,847.0
1997,NUTS,2010,ES24,2,899.0
1998,NUTS,2010,ES24,2,1063.0
1999,NUTS,2010,ES24,2,955.0
2000,NUTS,2010,ES24,2,1018.0
2001,NUTS,2010,ES24,2,1271.0
2002,NUTS,2010,ES24,2,1808.0
2003,NUTS,2010,ES24,2,2256.0
2004,NUTS,2010,ES24,2,2344.0
2005,NUTS,2010,ES24,2,2241.0
2006,NUTS,2010,ES24,2,2366.0
2007,NUTS,2010,ES24,2,2863.0
2008,NUTS,2010,ES24,2,2933.0
2009,NUTS,2010,ES24,2,3130.0
2010,NUTS,2010,ES24,2,3113.0
2011,NUTS,2010,ES24,2,2770.0
2012,NUTS,2010,ES24,2,2451.0
2013,NUTS,2010,ES24,2,2111.0
2014,NUTS,2010,ES24,2,1941.0
2015,NUTS,2010,ES24,2,2015.0
2016,NUTS,2010,ES24,2,2085.0
2017,NUTS,2010,ES24,2,2106.0
2018,NUTS,2010,ES24,2,2178.0
2019,NUTS,2010,ES24,2,
1988,NUTS,2010,ES3,1,4323.0
1989,NUTS,2010,ES3,1,4518.0
1990,NUTS,2010,ES3,1,4945.0
1991,NUTS,2010,ES3,1,4845.0
1992,NUTS,2010,ES3,1,5109.0
1993,NUTS,2010,ES3,1,5980.0
1994,NUTS,2010,ES3,1,6499.0
1995,NUTS,2010,ES3,1,7370.0
1996,NUTS,2010,ES3,1,7338.0
1997,NUTS,2010,ES3,1,6626.0
1998,NUTS,2010,ES3,1,6344.0
1999,NUTS,2010,ES3,1,6757.0
2000,NUTS,2010,ES3,1,8454.0
2001,NUTS,2010,ES3,1,8353.0
2002,NUTS,2010,ES3,1,8688.0
2003,NUTS,2010,ES3,1,9866.0
2004,NUTS,2010,ES3,1,10214.0
2005,NUTS,2010,ES3,1,10744.0
2006,NUTS,2010,ES3,1,12120.0
2007,NUTS,2010,ES3,1,13004.0
2008,NUTS,2010,ES3,1,14221.0
2009,NUTS,2010,ES3,1,14366.0
2010,NUTS,2010,ES3,1,15152.0
2011,NUTS,2010,ES3,1,13949.0
2012,NUTS,2010,ES3,1,13033.0
2013,NUTS,2010,ES3,1,12802.0
2014,NUTS,2010,ES3,1,12631.0
2015,NUTS,2010,ES3,1,12521.0
2016,NUTS,2010,ES3,1,13490.0
2017,NUTS,2010,ES3,1,15544.0
2018,NUTS,2010,ES3,1,16275.0
2019,NUTS,2010,ES3,1,16796.0
1988,NUTS,2010,ES30,2,4323.0
1989,NUTS,2010,ES30,2,4518.0
1990,NUTS,2010,ES30,2,4945.0
1991,NUTS,2010,ES30,2,4845.0
1992,NUTS,2010,ES30,2,5109.0
1993,NUTS,2010,ES30,2,5980.0
1994,NUTS,2010,ES30,2,6499.0
1995,NUTS,2010,ES30,2,7370.0
1996,NUTS,2010,ES30,2,7338.0
1997,NUTS,2010,ES30,2,6626.0
1998,NUTS,2010,ES30,2,6344.0
1999,NUTS,2010,ES30,2,6757.0
2000,NUTS,2010,ES30,2,8454.0
2001,NUTS,2010,ES30,2,8353.0
2002,NUTS,2010,ES30,2,8688.0
2003,NUTS,2010,ES30,2,9866.0
2004,NUTS,2010,ES30,2,10214.0
2005,NUTS,2010,ES30,2,10744.0
2006,NUTS,2010,ES30,2,12120.0
2007,NUTS,2010,ES30,2,13004.0
2008,NUTS,2010,ES30,2,14221.0
2009,NUTS,2010,ES30,2,14366.0
2010,NUTS,2010,ES30,2,15152.0
2011,NUTS,2010,ES30,2,13949.0
2012,NUTS,2010,ES30,2,13033.0
2013,NUTS,2010,ES30,2,12802.0
2014,NUTS,2010,ES30,2,12631.0
2015,NUTS,2010,ES30,2,12521.0
2016,NUTS,2010,ES30,2,13490.0
2017,NUTS,2010,ES30,2,15544.0
2018,NUTS,2010,ES30,2,16275.0
2019,NUTS,2010,ES30,2,16796.0
1988,NUTS,2010,ES4,1,1520.0
1989,NUTS,2010,ES4,1,1577.0
1990,NUTS,2010,ES4,1,1672.0
1991,NUTS,2010,ES4,1,1847.0
1992,NUTS,2010,ES4,1,2227.0
1993,NUTS,2010,ES4,1,3482.0
1994,NUTS,2010,ES4,1,3767.0
1995,NUTS,2010,ES4,1,2978.0
1996,NUTS,2010,ES4,1,4698.0
1997,NUTS,2010,ES4,1,4478.0
1998,NUTS,2010,ES4,1,4772.0
1999,NUTS,2010,ES4,1,4841.0
2000,NUTS,2010,ES4,1,5559.0
2001,NUTS,2010,ES4,1,6268.0
2002,NUTS,2010,ES4,1,6279.0
2003,NUTS,2010,ES4,1,6213.0
2004,NUTS,2010,ES4,1,6237.0
2005,NUTS,2010,ES4,1,6635.0
2006,NUTS,2010,ES4,1,6996.0
2007,NUTS,2010,ES4,1,7231.0
2008,NUTS,2010,ES4,1,7475.0
2009,NUTS,2010,ES4,1,7592.0
2010,NUTS,2010,ES4,1,7208.0
2011,NUTS,2010,ES4,1,6990.0
2012,NUTS,2010,ES4,1,
2013,NUTS,2010,ES4,1,6430.0
2014,NUTS,2010,ES4,1,6305.0
2015,NUTS,2010,ES4,1,6548.0
2016,NUTS,2010,ES4,1,6635.0
2017,NUTS,2010,ES4,1,
2018,NUTS,2010,ES4,1,6851.0
2019,NUTS,2010,ES4,1,7638.0
1988,NUTS,2010,ES41,2,1230.0
1989,NUTS,2010,ES41,2,1288.0
1990,NUTS,2010,ES41,2,1330.0
1991,NUTS,2010,ES41,2,1395.0
1992,NUTS,2010,ES41,2,1736.0
1993,NUTS,2010,ES41,2,2952.0
1994,NUTS,2010,ES41,2,2728.0
1995,NUTS,2010,ES41,2,2132.0
1996,NUTS,2010,ES41,2,3356.0
1997,NUTS,2010,ES41,2,3126.0
1998,NUTS,2010,ES41,2,3305.0
1999,NUTS,2010,ES41,2,3204.0
2000,NUTS,2010,ES41,2,3643.0
2001,NUTS,2010,ES41,2,4335.0
2002,NUTS,2010,ES41,2,4444.0
2003,NUTS,2010,ES41,2,4278.0
2004,NUTS,2010,ES41,2,4530.0
2005,NUTS,2010,ES41,2,4691.0
2006,NUTS,2010,ES41,2,4847.0
2007,NUTS,2010,ES41,2,4901.0
2008,NUTS,2010,ES41,2,4932.0
2009,NUTS,2010,ES41,2,5033.0
2010,NUTS,2010,ES41,2,4615.0
2011,NUTS,2010,ES41,2,4641.0
2012,NUTS,2010,ES41,2,4335.0
2013,NUTS,2010,ES41,2,4424.0
2014,NUTS,2010,ES41,2,4319.0
2015,NUTS,2010,ES41,2,4467.0
2016,NUTS,2010,ES41,2,4539.0
2017,NUTS,2010,ES41,2,4685.0
2018,NUTS,2010,ES41,2,4706.0
2019,NUTS,2010,ES41,2,5019.0
1988,NUTS,2010,ES42,2,43.0
1989,NUTS,2010,ES42,2,67.0
1990,NUTS,2010,ES42,2,95.0
1991,NUTS,2010,ES42,2,170.0
1992,NUTS,2010,ES42,2,191.0
1993,NUTS,2010,ES42,2,204.0
1994,NUTS,2010,ES42,2,315.0
1995,NUTS,2010,ES42,2,431.0
1996,NUTS,2010,ES42,2,753.0
1997,NUTS,2010,ES42,2,622.0
1998,NUTS,2010,ES42,2,638.0
1999,NUTS,2010,ES42,2,890.0
2000,NUTS,2010,ES42,2,910.0
2001,NUTS,2010,ES42,2,872.0
2002,NUTS,2010,ES42,2,910.0
2003,NUTS,2010,ES42,2,917.0
2004,NUTS,2010,ES42,2,904.0
2005,NUTS,2010,ES42,2,1037.0
2006,NUTS,2010,ES42,2,1041.0
2007,NUTS,2010,ES42,2,1167.0
2008,NUTS,2010,ES42,2,1247.0
2009,NUTS,2010,ES42,2,1269.0
2010,NUTS,2010,ES42,2,1292.0
2011,NUTS,2010,ES42,2,1173.0
2012,NUTS,2010,ES42,2,1030.0
2013,NUTS,2010,ES42,2,905.0
2014,NUTS,2010,ES42,2,929.0
2015,NUTS,2010,ES42,2,1083.0
2016,NUTS,2010,ES42,2,
2017,NUTS,2010,ES42,2,1141.0
2018,NUTS,2010,ES42,2,
2019,NUTS,2010,ES42,2,
1988,NUTS,2010,ES43,2,247.0
1989,NUTS,2010,ES43,2,222.0
1990,NUTS,2010,ES43,2,247.0
1991,NUTS,2010,ES43,2,282.0
1992,NUTS,2010,ES43,2,300.0
1993,NUTS,2010,ES43,2,326.0
1994,NUTS,2010,ES43,2,724.0
1995,NUTS,2010,ES43,2,415.0
1996,NUTS,2010,ES43,2,589.0
1997,NUTS,2010,ES43,2,730.0
1998,NUTS,2010,ES43,2,829.0
1999,NUTS,2010,ES43,2,747.0
2000,NUTS,2010,ES43,2,1006.0
2001,NUTS,2010,ES43,2,1061.0
2002,NUTS,2010,ES43,2,925.0
2003,NUTS,2010,ES43,2,1017.0
2004,NUTS,2010,ES43,2,803.0
2005,NUTS,2010,ES43,2,908.0
2006,NUTS,2010,ES43,2,1108.0
2007,NUTS,2010,ES43,2,1163.0
2008,NUTS,2010,ES43,2,1296.0
2009,NUTS,2010,ES43,2,1290.0
2010,NUTS,2010,ES43,2,1300.0
2011,NUTS,2010,ES43,2,1176.0
2012,NUTS,2010,ES43,2,
2013,NUTS,2010,ES43,2,1101.0
2014,NUTS,2010,ES43,2,1058.0
2015,NUTS,2010,ES43,2,997.0
2016,NUTS,2010,ES43,2,
2017,NUTS,2010,ES43,2,
2018,NUTS,2010,ES43,2,
2019,NUTS,2010,ES43,2,
1988,NUTS,2010,ES5,1,4230.0
1989,NUTS,2010,ES5,1,4537.0
1990,NUTS,2010,ES5,1,4777.0
1991,NUTS,2010,ES5,1,5475.0
1992,NUTS,2010,ES5,1,5993.0
1993,NUTS,2010,ES5,1,6720.0
1994,NUTS,2010,ES5,1,8174.0
1995,NUTS,2010,ES5,1,9965.0
1996,NUTS,2010,ES5,1,11784.0
1997,NUTS,2010,ES5,1,9740.0
1998,NUTS,2010,ES5,1,11614.0
1999,NUTS,2010,ES5,1,11299.0
2000,NUTS,2010,ES5,1,14862.0
2001,NUTS,2010,ES5,1,16109.0
2002,NUTS,2010,ES5,1,15834.0
2003,NUTS,2010,ES5,1,19560.0
2004,NUTS,2010,ES5,1,20337.0
2005,NUTS,2010,ES5,1,20971.0
2006,NUTS,2010,ES5,1,21979.0
2007,NUTS,2010,ES5,1,23527.0
2008,NUTS,2010,ES5,1,24166.0
2009,NUTS,2010,ES5,1,25254.0
2010,NUTS,2010,ES5,1,26046.0
2011,NUTS,2010,ES5,1,25876.0
2012,NUTS,2010,ES5,1,25088.0
2013,NUTS,2010,ES5,1,24711.0
2014,NUTS,2010,ES5,1,24443.0
2015,NUTS,2010,ES5,1,23923.0
2016,NUTS,2010,ES5,1,24886.0
2017,NUTS,2010,ES5,1,25628.0
2018,NUTS,2010,ES5,1,25344.0
2019,NUTS,2010,ES5,1,
1988,NUTS,2010,ES51,2,2918.0
1989,NUTS,2010,ES51,2,3043.0
1990,NUTS,2010,ES51,2,3187.0
1991,NUTS,2010,ES51,2,3354.0
1992,NUTS,2010,ES51,2,3710.0
1993,NUTS,2010,ES51,2,4141.0
1994,NUTS,2010,ES51,2,4522.0
1995,NUTS,2010,ES51,2,6414.0
1996,NUTS,2010,ES51,2,7782.0
1997,NUTS,2010,ES51,2,6046.0
1998,NUTS,2010,ES51,2,7512.0
1999,NUTS,2010,ES51,2,7347.0
2000,NUTS,2010,ES51,2,9490.0
2001,NUTS,2010,ES51,2,9611.0
2002,NUTS,2010,ES51,2,8801.0
2003,NUTS,2010,ES51,2,11678.0
2004,NUTS,2010,ES51,2,11947.0
2005,NUTS,2010,ES51,2,12519.0
2006,NUTS,2010,ES51,2,13555.0
2007,NUTS,2010,ES51,2,13805.0
2008,NUTS,2010,ES51,2,13952.0
2009,NUTS,2010,ES51,2,14634.0
2010,NUTS,2010,ES51,2,15046.0
2011,NUTS,2010,ES51,2,14498.0
2012,NUTS,2010,ES51,2,14241.0
2013,NUTS,2010,ES51,2,14049.0
2014,NUTS,2010,ES51,2,13859.0
2015,NUTS,2010,ES51,2,13888.0
2016,NUTS,2010,ES51,2,14561.0
2017,NUTS,2010,ES51,2,14915.0
2018,NUTS,2010,ES51,2,14808.0
2019,NUTS,2010,ES51,2,14922.0
1988,NUTS,2010,ES52,2,1220.0
1989,NUTS,2010,ES52,2,1378.0
1990,NUTS,2010,ES52,2,1464.0
1991,NUTS,2010,ES52,2,1958.0
1992,NUTS,2010,ES52,2,2152.0
1993,NUTS,2010,ES52,2,2437.0
1994,NUTS,2010,ES52,2,3485.0
1995,NUTS,2010,ES52,2,3241.0
1996,NUTS,2010,ES52,2,3435.0
1997,NUTS,2010,ES52,2,3410.0
1998,NUTS,2010,ES52,2,3714.0
1999,NUTS,2010,ES52,2,3595.0
2000,NUTS,2010,ES52,2,4999.0
2001,NUTS,2010,ES52,2,6007.0
2002,NUTS,2010,ES52,2,6661.0
2003,NUTS,2010,ES52,2,7395.0
2004,NUTS,2010,ES52,2,7822.0
2005,NUTS,2010,ES52,2,7823.0
2006,NUTS,2010,ES52,2,7760.0
2007,NUTS,2010,ES52,2,8965.0
2008,NUTS,2010,ES52,2,9370.0
2009,NUTS,2010,ES52,2,9666.0
2010,NUTS,2010,ES52,2,9889.0
2011,NUTS,2010,ES52,2,10223.0
2012,NUTS,2010,ES52,2,9651.0
2013,NUTS,2010,ES52,2,9501.0
2014,NUTS,2010,ES52,2,9381.0
2015,NUTS,2010,ES52,2,8974.0
2016,NUTS,2010,ES52,2,9145.0
2017,NUTS,2010,ES52,2,9393.0
2018,NUTS,2010,ES52,2,9050.0
2019,NUTS,2010,ES52,2,9553.0
1988,NUTS,2010,ES53,2,93.0
1989,NUTS,2010,ES53,2,117.0
1990,NUTS,2010,ES53,2,126.0
1991,NUTS,2010,ES53,2,162.0
1992,NUTS,2010,ES53,2,131.0
1993,NUTS,2010,ES53,2,142.0
1994,NUTS,2010,ES53,2,167.0
1995,NUTS,2010,ES53,2,310.0
1996,NUTS,2010,ES53,2,567.0
1997,NUTS,2010,ES53,2,284.0
1998,NUTS,2010,ES53,2,388.0
1999,NUTS,2010,ES53,2,357.0
2000,NUTS,2010,ES53,2,373.0
2001,NUTS,2010,ES53,2,491.0
2002,NUTS,2010,ES53,2,373.0
2003,NUTS,2010,ES53,2,487.0
2004,NUTS,2010,ES53,2,568.0
2005,NUTS,2010,ES53,2,629.0
2006,NUTS,2010,ES53,2,664.0
2007,NUTS,2010,ES53,2,757.0
2008,NUTS,2010,ES53,2,844.0
2009,NUTS,2010,ES53,2,953.0
2010,NUTS,2010,ES53,2,1111.0
2011,NUTS,2010,ES53,2,1155.0
2012,NUTS,2010,ES53,2,1195.0
2013,NUTS,2010,ES53,2,1160.0
2014,NUTS,2010,ES53,2,1204.0
2015,NUTS,2010,ES53,2,1061.0
2016,NUTS,2010,ES53,2,1180.0
2017,NUTS,2010,ES53,2,1320.0
2018,NUTS,2010,ES53,2,1485.0
2019,NUTS,2010,ES53,2,
1988,NUTS,2010,ES6,1,2697.0
1989,NUTS,2010,ES6,1,2834.0
1990,NUTS,2010,ES6,1,3149.0
1991,NUTS,2010,ES6,1,3577.0
1992,NUTS,2010,ES6,1,4807.0
1993,NUTS,2010,ES6,1,4790.0
1994,NUTS,2010,ES6,1,5260.0
1995,NUTS,2010,ES6,1,6198.0
1996,NUTS,2010,ES6,1,6529.0
1997,NUTS,2010,ES6,1,6896.0
1998,NUTS,2010,ES6,1,7348.0
1999,NUTS,2010,ES6,1,8119.0
2000,NUTS,2010,ES6,1,8135.0
2001,NUTS,2010,ES6,1,10275.0
2002,NUTS,2010,ES6,1,9106.0
2003,NUTS,2010,ES6,1,9853.0
2004,NUTS,2010,ES6,1,10962.0
2005,NUTS,2010,ES6,1,12187.0
2006,NUTS,2010,ES6,1,13336.0
2007,NUTS,2010,ES6,1,14303.0
2008,NUTS,2010,ES6,1,14944.0
2009,NUTS,2010,ES6,1,15325.0
2010,NUTS,2010,ES6,1,15849.0
2011,NUTS,2010,ES6,1,15861.0
2012,NUTS,2010,ES6,1,15355.0
2013,NUTS,2010,ES6,1,14578.0
2014,NUTS,2010,ES6,1,14076.0
2015,NUTS,2010,ES6,1,14425.0
2016,NUTS,2010,ES6,1,13958.0
2017,NUTS,2010,ES6,1,14765.0
2018,NUTS,2010,ES6,1,14932.0
2019,NUTS,2010,ES6,1,15243.0
1988,NUTS,2010,ES61,2,2316.0
1989,NUTS,2010,ES61,2,2438.0
1990,NUTS,2010,ES61,2,2730.0
1991,NUTS,2010,ES61,2,3153.0
1992,NUTS,2010,ES61,2,4128.0
1993,NUTS,2010,ES61,2,4069.0
1994,NUTS,2010,ES61,2,4497.0
1995,NUTS,2010,ES61,2,5402.0
1996,NUTS,2010,ES61,2,5823.0
1997,NUTS,2010,ES61,2,6001.0
1998,NUTS,2010,ES61,2,6523.0
1999,NUTS,2010,ES61,2,7311.0
2000,NUTS,2010,ES61,2,7147.0
2001,NUTS,2010,ES61,2,9081.0
2002,NUTS,2010,ES61,2,8130.0
2003,NUTS,2010,ES61,2,8063.0
2004,NUTS,2010,ES61,2,9129.0
2005,NUTS,2010,ES61,2,9804.0
2006,NUTS,2010,ES61,2,10163.0
2007,NUTS,2010,ES61,2,10806.0
2008,NUTS,2010,ES61,2,11207.0
2009,NUTS,2010,ES61,2,11679.0
2010,NUTS,2010,ES61,2,12180.0
2011,NUTS,2010,ES61,2,12269.0
2012,NUTS,2010,ES61,2,11946.0
2013,NUTS,2010,ES61,2,11210.0
2014,NUTS,2010,ES61,2,10724.0
2015,NUTS,2010,ES61,2,10919.0
2016,NUTS,2010,ES61,2,10535.0
2017,NUTS,2010,ES61,2,11384.0
2018,NUTS,2010,ES61,2,11503.0
2019,NUTS,2010,ES61,2,11738.0
1988,NUTS,2010,ES62,2,382.0
1989,NUTS,2010,ES62,2,396.0
1990,NUTS,2010,ES62,2,419.0
1991,NUTS,2010,ES62,2,424.0
1992,NUTS,2010,ES62,2,679.0
1993,NUTS,2010,ES62,2,721.0
1994,NUTS,2010,ES62,2,763.0
1995,NUTS,2010,ES62,2,796.0
1996,NUTS,2010,ES62,2,706.0
1997,NUTS,2010,ES62,2,895.0
1998,NUTS,2010,ES62,2,825.0
1999,NUTS,2010,ES62,2,808.0
2000,NUTS,2010,ES62,2,989.0
2001,NUTS,2010,ES62,2,1193.0
2002,NUTS,2010,ES62,2,976.0
2003,NUTS,2010,ES62,2,1749.0
2004,NUTS,2010,ES62,2,1787.0
2005,NUTS,2010,ES62,2,2330.0
2006,NUTS,2010,ES62,2,3098.0
2007,NUTS,2010,ES62,2,3446.0
2008,NUTS,2010,ES62,2,3667.0
2009,NUTS,2010,ES62,2,3617.0
2010,NUTS,2010,ES62,2,3634.0
2011,NUTS,2010,ES62,2,3560.0
2012,NUTS,2010,ES62,2,3371.0
2013,NUTS,2010,ES62,2,3330.0
2014,NUTS,2010,ES62,2,3316.0
2015,NUTS,2010,ES62,2,3470.0
2016,NUTS,2010,ES62,2,3369.0
2017,NUTS,2010,ES62,2,
2018,NUTS,2010,ES62,2,3330.0
2019,NUTS,2010,ES62,2,3406.0
2000,NUTS,2010,ES63,2,0.0
2001,NUTS,2010,ES63,2,0.0
2002,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES63,2,41.0
2004,NUTS,2010,ES63,2,23.0
2005,NUTS,2010,ES63,2,27.0
2006,NUTS,2010,ES63,2,32.0
2007,NUTS,2010,ES63,2,21.0
2008,NUTS,2010,ES63,2,32.0
2009,NUTS,2010,ES63,2,12.0
2010,NUTS,2010,ES63,2,14.0
2011,NUTS,2010,ES63,2,14.0
2012,NUTS,2010,ES63,2,
2013,NUTS,2010,ES63,2,
2014,NUTS,2010,ES63,2,
2015,NUTS,2010,ES63,2,
2016,NUTS,2010,ES63,2,
2017,NUTS,2010,ES63,2,
2018,NUTS,2010,ES63,2,
2019,NUTS,2010,ES63,2,
2000,NUTS,2010,ES64,2,0.0
2001,NUTS,2010,ES64,2,0.0
2002,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,23.0
2005,NUTS,2010,ES64,2,26.0
2006,NUTS,2010,ES64,2,43.0
2007,NUTS,2010,ES64,2,31.0
2008,NUTS,2010,ES64,2,39.0
2009,NUTS,2010,ES64,2,17.0
2010,NUTS,2010,ES64,2,21.0
2011,NUTS,2010,ES64,2,20.0
2012,NUTS,2010,ES64,2,
2013,NUTS,2010,ES64,2,
2014,NUTS,2010,ES64,2,
2015,NUTS,2010,ES64,2,
2016,NUTS,2010,ES64,2,
2017,NUTS,2010,ES64,2,
2018,NUTS,2010,ES64,2,
2019,NUTS,2010,ES64,2,
1988,NUTS,2010,ES7,1,548.0
1989,NUTS,2010,ES7,1,555.0
1990,NUTS,2010,ES7,1,674.0
1991,NUTS,2010,ES7,1,891.0
1992,NUTS,2010,ES7,1,1187.0
1993,NUTS,2010,ES7,1,1290.0
1994,NUTS,2010,ES7,1,1331.0
1995,NUTS,2010,ES7,1,1292.0
1996,NUTS,2010,ES7,1,1657.0
1997,NUTS,2010,ES7,1,1248.0
1998,NUTS,2010,ES7,1,1777.0
1999,NUTS,2010,ES7,1,1609.0
2000,NUTS,2010,ES7,1,2158.0
2001,NUTS,2010,ES7,1,2429.0
2002,NUTS,2010,ES7,1,2757.0
2003,NUTS,2010,ES7,1,2492.0
2004,NUTS,2010,ES7,1,2650.0
2005,NUTS,2010,ES7,1,2587.0
2006,NUTS,2010,ES7,1,2809.0
2007,NUTS,2010,ES7,1,2637.0
2008,NUTS,2010,ES7,1,2560.0
2009,NUTS,2010,ES7,1,2363.0
2010,NUTS,2010,ES7,1,2070.0
2011,NUTS,2010,ES7,1,1894.0
2012,NUTS,2010,ES7,1,1917.0
2013,NUTS,2010,ES7,1,1736.0
2014,NUTS,2010,ES7,1,1721.0
2015,NUTS,2010,ES7,1,1545.0
2016,NUTS,2010,ES7,1,1647.0
2017,NUTS,2010,ES7,1,1688.0
2018,NUTS,2010,ES7,1,1727.0
2019,NUTS,2010,ES7,1,
1988,NUTS,2010,ES70,2,548.0
1989,NUTS,2010,ES70,2,555.0
1990,NUTS,2010,ES70,2,674.0
1991,NUTS,2010,ES70,2,891.0
1992,NUTS,2010,ES70,2,1187.0
1993,NUTS,2010,ES70,2,1290.0
1994,NUTS,2010,ES70,2,1331.0
1995,NUTS,2010,ES70,2,1292.0
1996,NUTS,2010,ES70,2,1657.0
1997,NUTS,2010,ES70,2,1248.0
1998,NUTS,2010,ES70,2,1777.0
1999,NUTS,2010,ES70,2,1609.0
2000,NUTS,2010,ES70,2,2158.0
2001,NUTS,2010,ES70,2,2429.0
2002,NUTS,2010,ES70,2,2757.0
2003,NUTS,2010,ES70,2,2492.0
