year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_hc_rse_total
2005,NUTS,2010,RO22,2,612.0
2006,NUTS,2010,RO22,2,861.0
2007,NUTS,2010,RO22,2,755.0
2008,NUTS,2010,RO22,2,526.0
2009,NUTS,2010,RO22,2,592.0
2010,NUTS,2010,RO22,2,583.0
2011,NUTS,2010,RO22,2,501.0
2012,NUTS,2010,RO22,2,567.0
2013,NUTS,2010,RO22,2,483.0
2014,NUTS,2010,RO22,2,526.0
2015,NUTS,2010,RO22,2,618.0
2016,NUTS,2010,RO22,2,656.0
2017,NUTS,2010,RO22,2,730.0
2018,NUTS,2010,RO22,2,915.0
2019,NUTS,2010,RO22,2,813.0
2002,NUTS,2010,RO3,1,6401.0
2003,NUTS,2010,RO3,1,6497.0
2004,NUTS,2010,RO3,1,6742.0
2005,NUTS,2010,RO3,1,8696.0
2006,NUTS,2010,RO3,1,7147.0
2007,NUTS,2010,RO3,1,7759.0
2008,NUTS,2010,RO3,1,7871.0
2009,NUTS,2010,RO3,1,7304.0
2010,NUTS,2010,RO3,1,6945.0
2011,NUTS,2010,RO3,1,5938.0
2012,NUTS,2010,RO3,1,6741.0
2013,NUTS,2010,RO3,1,6744.0
2014,NUTS,2010,RO3,1,6815.0
2015,NUTS,2010,RO3,1,6566.0
2016,NUTS,2010,RO3,1,6912.0
2017,NUTS,2010,RO3,1,6921.0
2018,NUTS,2010,RO3,1,7047.0
2019,NUTS,2010,RO3,1,6912.0
2002,NUTS,2010,RO31,2,915.0
2003,NUTS,2010,RO31,2,782.0
2004,NUTS,2010,RO31,2,759.0
2005,NUTS,2010,RO31,2,943.0
2006,NUTS,2010,RO31,2,1040.0
2007,NUTS,2010,RO31,2,1211.0
2008,NUTS,2010,RO31,2,1141.0
2009,NUTS,2010,RO31,2,981.0
2010,NUTS,2010,RO31,2,964.0
2011,NUTS,2010,RO31,2,595.0
2012,NUTS,2010,RO31,2,762.0
2013,NUTS,2010,RO31,2,968.0
2014,NUTS,2010,RO31,2,912.0
2015,NUTS,2010,RO31,2,689.0
2016,NUTS,2010,RO31,2,726.0
2017,NUTS,2010,RO31,2,655.0
2018,NUTS,2010,RO31,2,627.0
2019,NUTS,2010,RO31,2,623.0
2002,NUTS,2010,RO32,2,5486.0
2003,NUTS,2010,RO32,2,5715.0
2004,NUTS,2010,RO32,2,5983.0
2005,NUTS,2010,RO32,2,7753.0
2006,NUTS,2010,RO32,2,6107.0
2007,NUTS,2010,RO32,2,6548.0
2008,NUTS,2010,RO32,2,6730.0
2009,NUTS,2010,RO32,2,6323.0
2010,NUTS,2010,RO32,2,5981.0
2011,NUTS,2010,RO32,2,5343.0
2012,NUTS,2010,RO32,2,5978.0
2013,NUTS,2010,RO32,2,5776.0
2014,NUTS,2010,RO32,2,5903.0
2015,NUTS,2010,RO32,2,5877.0
2016,NUTS,2010,RO32,2,6186.0
2017,NUTS,2010,RO32,2,6266.0
2018,NUTS,2010,RO32,2,6420.0
2019,NUTS,2010,RO32,2,6289.0
2002,NUTS,2010,RO4,1,1295.0
2003,NUTS,2010,RO4,1,1832.0
2004,NUTS,2010,RO4,1,1831.0
2005,NUTS,2010,RO4,1,1452.0
2006,NUTS,2010,RO4,1,1382.0
2007,NUTS,2010,RO4,1,1727.0
2008,NUTS,2010,RO4,1,1534.0
2009,NUTS,2010,RO4,1,1782.0
2010,NUTS,2010,RO4,1,2097.0
2011,NUTS,2010,RO4,1,1763.0
2012,NUTS,2010,RO4,1,1905.0
2013,NUTS,2010,RO4,1,2081.0
2014,NUTS,2010,RO4,1,1749.0
2015,NUTS,2010,RO4,1,1873.0
2016,NUTS,2010,RO4,1,1771.0
2017,NUTS,2010,RO4,1,1850.0
2018,NUTS,2010,RO4,1,1582.0
2019,NUTS,2010,RO4,1,1569.0
2002,NUTS,2010,RO41,2,876.0
2003,NUTS,2010,RO41,2,992.0
2004,NUTS,2010,RO41,2,910.0
2005,NUTS,2010,RO41,2,944.0
2006,NUTS,2010,RO41,2,915.0
2007,NUTS,2010,RO41,2,969.0
2008,NUTS,2010,RO41,2,906.0
2009,NUTS,2010,RO41,2,923.0
2010,NUTS,2010,RO41,2,946.0
2011,NUTS,2010,RO41,2,800.0
2012,NUTS,2010,RO41,2,735.0
2013,NUTS,2010,RO41,2,753.0
2014,NUTS,2010,RO41,2,761.0
2015,NUTS,2010,RO41,2,820.0
2016,NUTS,2010,RO41,2,808.0
2017,NUTS,2010,RO41,2,809.0
2018,NUTS,2010,RO41,2,497.0
2019,NUTS,2010,RO41,2,490.0
2002,NUTS,2010,RO42,2,419.0
2003,NUTS,2010,RO42,2,840.0
2004,NUTS,2010,RO42,2,921.0
2005,NUTS,2010,RO42,2,508.0
2006,NUTS,2010,RO42,2,467.0
2007,NUTS,2010,RO42,2,758.0
2008,NUTS,2010,RO42,2,628.0
2009,NUTS,2010,RO42,2,859.0
2010,NUTS,2010,RO42,2,1151.0
2011,NUTS,2010,RO42,2,963.0
2012,NUTS,2010,RO42,2,1171.0
2013,NUTS,2010,RO42,2,1328.0
2014,NUTS,2010,RO42,2,988.0
2015,NUTS,2010,RO42,2,1053.0
2016,NUTS,2010,RO42,2,963.0
2017,NUTS,2010,RO42,2,1041.0
2018,NUTS,2010,RO42,2,1085.0
2019,NUTS,2010,RO42,2,1079.0
2008,NUTS,2010,RS,0,5439.0
2009,NUTS,2010,RS,0,5696.0
2010,NUTS,2010,RS,0,6169.0
2011,NUTS,2010,RS,0,6716.0
2012,NUTS,2010,RS,0,6577.0
2013,NUTS,2010,RS,0,7389.0
2014,NUTS,2010,RS,0,7452.0
2015,NUTS,2010,RS,0,8044.0
2016,NUTS,2010,RS,0,8032.0
2017,NUTS,2010,RS,0,8098.0
2018,NUTS,2010,RS,0,8329.0
2019,NUTS,2010,RS,0,8518.0
2020,NUTS,2010,RS,0,8809.0
2018,NUTS,2010,RS1,1,6729.0
2019,NUTS,2010,RS1,1,6941.0
2020,NUTS,2010,RS1,1,7223.0
2018,NUTS,2010,RS11,2,4718.0
2019,NUTS,2010,RS11,2,4920.0
2020,NUTS,2010,RS11,2,5168.0
2018,NUTS,2010,RS12,2,2011.0
2019,NUTS,2010,RS12,2,2021.0
2020,NUTS,2010,RS12,2,2055.0
2018,NUTS,2010,RS2,1,1600.0
2019,NUTS,2010,RS2,1,1577.0
2020,NUTS,2010,RS2,1,1586.0
2018,NUTS,2010,RS21,2,711.0
2019,NUTS,2010,RS21,2,668.0
2020,NUTS,2010,RS21,2,742.0
2018,NUTS,2010,RS22,2,889.0
2019,NUTS,2010,RS22,2,909.0
2020,NUTS,2010,RS22,2,844.0
1994,NUTS,2010,RU,0,256328.0
1995,NUTS,2010,RU,0,250901.0
1996,NUTS,2010,RU,0,229959.0
1997,NUTS,2010,RU,0,210662.0
1998,NUTS,2010,RU,0,188464.0
1999,NUTS,2010,RU,0,186264.0
2000,NUTS,2010,RU,0,187792.0
2001,NUTS,2010,RU,0,185609.0
2002,NUTS,2010,RU,0,179120.0
2003,NUTS,2010,RU,0,177538.0
2004,NUTS,2010,RU,0,172177.0
2005,NUTS,2010,RU,0,165993.0
2006,NUTS,2010,RU,0,163972.0
2007,NUTS,2010,RU,0,164385.0
2008,NUTS,2010,RU,0,157149.0
2009,NUTS,2010,RU,0,154725.0
2010,NUTS,2010,RU,0,153863.0
2011,NUTS,2010,RU,0,155318.0
2012,NUTS,2010,RU,0,153694.0
2013,NUTS,2010,RU,0,150864.0
2014,NUTS,2010,RU,0,151492.0
2015,NUTS,2010,RU,0,152929.0
2017,NUTS,2010,RU,0,142290.0
2018,NUTS,2010,RU,0,136431.0
2019,NUTS,2010,RU,0,136074.0
2005,NUTS,2010,SE,0,29477.0
2007,NUTS,2010,SE,0,24958.0
2009,NUTS,2010,SE,0,26073.0
2011,NUTS,2010,SE,0,29847.0
2013,NUTS,2010,SE,0,33876.0
2015,NUTS,2010,SE,0,36673.0
2017,NUTS,2010,SE,0,34931.0
2019,NUTS,2010,SE,0,36990.0
1993,NUTS,2010,SI,0,1573.0
1994,NUTS,2010,SI,0,1875.0
1995,NUTS,2010,SI,0,1900.0
1996,NUTS,2010,SI,0,2004.0
1997,NUTS,2010,SI,0,2047.0
1998,NUTS,2010,SI,0,2183.0
1999,NUTS,2010,SI,0,2323.0
2000,NUTS,2010,SI,0,2358.0
2001,NUTS,2010,SI,0,2383.0
2002,NUTS,2010,SI,0,2466.0
2003,NUTS,2010,SI,0,1748.0
2004,NUTS,2010,SI,0,1900.0
2005,NUTS,2010,SI,0,2659.0
2006,NUTS,2010,SI,0,2918.0
2007,NUTS,2010,SI,0,3049.0
2008,NUTS,2010,SI,0,3551.0
2009,NUTS,2010,SI,0,3724.0
2010,NUTS,2010,SI,0,4018.0
2011,NUTS,2010,SI,0,4550.0
2012,NUTS,2010,SI,0,4426.0
2013,NUTS,2010,SI,0,4359.0
2014,NUTS,2010,SI,0,4387.0
2015,NUTS,2010,SI,0,4126.0
2016,NUTS,2010,SI,0,3893.0
2017,NUTS,2010,SI,0,4549.0
2018,NUTS,2010,SI,0,5008.0
2019,NUTS,2010,SI,0,5303.0
1993,NUTS,2010,SI0,1,1573.0
1994,NUTS,2010,SI0,1,1875.0
1995,NUTS,2010,SI0,1,1900.0
1996,NUTS,2010,SI0,1,2004.0
1997,NUTS,2010,SI0,1,2047.0
1998,NUTS,2010,SI0,1,2183.0
1999,NUTS,2010,SI0,1,2323.0
2000,NUTS,2010,SI0,1,2358.0
2001,NUTS,2010,SI0,1,2383.0
2002,NUTS,2010,SI0,1,2466.0
2003,NUTS,2010,SI0,1,1748.0
2004,NUTS,2010,SI0,1,1900.0
2005,NUTS,2010,SI0,1,2659.0
2006,NUTS,2010,SI0,1,2918.0
2007,NUTS,2010,SI0,1,3049.0
2008,NUTS,2010,SI0,1,3551.0
2009,NUTS,2010,SI0,1,3724.0
2010,NUTS,2010,SI0,1,4018.0
2011,NUTS,2010,SI0,1,4550.0
2012,NUTS,2010,SI0,1,4426.0
2013,NUTS,2010,SI0,1,4359.0
2014,NUTS,2010,SI0,1,4387.0
2015,NUTS,2010,SI0,1,4126.0
2016,NUTS,2010,SI0,1,3893.0
2017,NUTS,2010,SI0,1,4549.0
2018,NUTS,2010,SI0,1,5008.0
2019,NUTS,2010,SI0,1,5303.0
2013,NUTS,2010,SI03,2,1013.0
2014,NUTS,2010,SI03,2,995.0
2015,NUTS,2010,SI03,2,912.0
2016,NUTS,2010,SI03,2,911.0
2017,NUTS,2010,SI03,2,1067.0
2018,NUTS,2010,SI03,2,1288.0
2019,NUTS,2010,SI03,2,1385.0
2013,NUTS,2010,SI04,2,3345.0
2014,NUTS,2010,SI04,2,3392.0
2015,NUTS,2010,SI04,2,3215.0
2016,NUTS,2010,SI04,2,2982.0
2017,NUTS,2010,SI04,2,3483.0
2018,NUTS,2010,SI04,2,3720.0
2019,NUTS,2010,SI04,2,3917.0
2002,NUTS,2010,SK,0,6086.0
2003,NUTS,2010,SK,0,6543.0
2004,NUTS,2010,SK,0,7152.0
2005,NUTS,2010,SK,0,7268.0
2006,NUTS,2010,SK,0,7856.0
2007,NUTS,2010,SK,0,8188.0
2008,NUTS,2010,SK,0,8383.0
2009,NUTS,2010,SK,0,9272.0
2010,NUTS,2010,SK,0,10192.0
2011,NUTS,2010,SK,0,10530.0
2012,NUTS,2010,SK,0,10595.0
2013,NUTS,2010,SK,0,10437.0
2014,NUTS,2010,SK,0,10657.0
2015,NUTS,2010,SK,0,10293.0
2016,NUTS,2010,SK,0,11068.0
2017,NUTS,2010,SK,0,11259.0
2018,NUTS,2010,SK,0,11843.0
2019,NUTS,2010,SK,0,11837.0
2020,NUTS,2010,SK,0,11808.0
2002,NUTS,2010,SK01,2,3186.0
2003,NUTS,2010,SK01,2,3429.0
2004,NUTS,2010,SK01,2,3634.0
2005,NUTS,2010,SK01,2,3561.0
2006,NUTS,2010,SK01,2,4018.0
2007,NUTS,2010,SK01,2,4111.0
2008,NUTS,2010,SK01,2,4220.0
2009,NUTS,2010,SK01,2,4756.0
2010,NUTS,2010,SK01,2,5355.0
2011,NUTS,2010,SK01,2,5655.0
2012,NUTS,2010,SK01,2,5415.0
2013,NUTS,2010,SK01,2,5231.0
2014,NUTS,2010,SK01,2,5029.0
2015,NUTS,2010,SK01,2,4702.0
2016,NUTS,2010,SK01,2,5451.0
2017,NUTS,2010,SK01,2,5378.0
2018,NUTS,2010,SK01,2,5734.0
2019,NUTS,2010,SK01,2,5838.0
2020,NUTS,2010,SK01,2,6039.0
2002,NUTS,2010,SK02,2,974.0
2003,NUTS,2010,SK02,2,1053.0
2004,NUTS,2010,SK02,2,1240.0
2005,NUTS,2010,SK02,2,1366.0
2006,NUTS,2010,SK02,2,1343.0
2007,NUTS,2010,SK02,2,1479.0
2008,NUTS,2010,SK02,2,1404.0
2009,NUTS,2010,SK02,2,1487.0
2010,NUTS,2010,SK02,2,1511.0
2011,NUTS,2010,SK02,2,1436.0
2012,NUTS,2010,SK02,2,1484.0
2013,NUTS,2010,SK02,2,1698.0
2014,NUTS,2010,SK02,2,2072.0
2015,NUTS,2010,SK02,2,1960.0
2016,NUTS,2010,SK02,2,1788.0
2017,NUTS,2010,SK02,2,1908.0
2018,NUTS,2010,SK02,2,2002.0
2019,NUTS,2010,SK02,2,1914.0
2020,NUTS,2010,SK02,2,1883.0
2002,NUTS,2010,SK03,2,819.0
2003,NUTS,2010,SK03,2,897.0
2004,NUTS,2010,SK03,2,1023.0
2005,NUTS,2010,SK03,2,1004.0
2006,NUTS,2010,SK03,2,1097.0
2007,NUTS,2010,SK03,2,1106.0
2008,NUTS,2010,SK03,2,1211.0
2009,NUTS,2010,SK03,2,1289.0
2010,NUTS,2010,SK03,2,1477.0
2011,NUTS,2010,SK03,2,1503.0
2012,NUTS,2010,SK03,2,1707.0
2013,NUTS,2010,SK03,2,1554.0
2014,NUTS,2010,SK03,2,1617.0
2015,NUTS,2010,SK03,2,1630.0
2016,NUTS,2010,SK03,2,1888.0
2017,NUTS,2010,SK03,2,1909.0
2018,NUTS,2010,SK03,2,1910.0
2019,NUTS,2010,SK03,2,1736.0
2020,NUTS,2010,SK03,2,1637.0
2002,NUTS,2010,SK04,2,1107.0
2003,NUTS,2010,SK04,2,1164.0
2004,NUTS,2010,SK04,2,1255.0
2005,NUTS,2010,SK04,2,1337.0
2006,NUTS,2010,SK04,2,1398.0
2007,NUTS,2010,SK04,2,1492.0
2008,NUTS,2010,SK04,2,1548.0
2009,NUTS,2010,SK04,2,1740.0
2010,NUTS,2010,SK04,2,1849.0
2011,NUTS,2010,SK04,2,1936.0
2012,NUTS,2010,SK04,2,1989.0
2013,NUTS,2010,SK04,2,1954.0
2014,NUTS,2010,SK04,2,1939.0
2015,NUTS,2010,SK04,2,2001.0
2016,NUTS,2010,SK04,2,1941.0
2017,NUTS,2010,SK04,2,2064.0
2018,NUTS,2010,SK04,2,2197.0
2019,NUTS,2010,SK04,2,2349.0
2020,NUTS,2010,SK04,2,2249.0
1997,NUTS,2010,TR,0,18255.0
1998,NUTS,2010,TR,0,17606.0
1999,NUTS,2010,TR,0,19317.0
2000,NUTS,2010,TR,0,23173.0
2001,NUTS,2010,TR,0,23663.0
2002,NUTS,2010,TR,0,25407.0
2003,NUTS,2010,TR,0,26738.0
2004,NUTS,2010,TR,0,28075.0
2005,NUTS,2010,TR,0,30239.0
2006,NUTS,2010,TR,0,32686.0
2007,NUTS,2010,TR,0,37401.0
2008,NUTS,2010,TR,0,38832.0
2009,NUTS,2010,TR,0,41528.0
2010,NUTS,2010,TR,0,44671.0
2011,NUTS,2010,TR,0,48984.0
2012,NUTS,2010,TR,0,56081.0
2013,NUTS,2010,TR,0,60179.0
2014,NUTS,2010,TR,0,66974.0
2015,NUTS,2010,TR,0,71136.0
2016,NUTS,2010,TR,0,70414.0
2017,NUTS,2010,TR,0,78056.0
2018,NUTS,2010,TR,0,84701.0
2019,NUTS,2010,TR,0,90168.0
2020,NUTS,2010,TR,0,94682.0
2005,NUTS,2010,UK,0,130074.0
2007,NUTS,2010,UK,0,138634.0
2009,NUTS,2010,UK,0,146211.0
2010,NUTS,2010,UK,0,151280.0
2011,NUTS,2010,UK,0,161848.0
2012,NUTS,2010,UK,0,167375.0
2013,NUTS,2010,UK,0,177801.0
2014,NUTS,2010,UK,0,183012.0
2015,NUTS,2010,UK,0,191774.0
2016,NUTS,2010,UK,0,197576.0
2017,NUTS,2010,UK,0,201858.0
2018,NUTS,2010,UK,0,206687.0
2009,NUTS,2010,UKC,1,5501.0
2011,NUTS,2010,UKC,1,6268.0
2013,NUTS,2010,UKC,1,6901.0
2015,NUTS,2010,UKC,1,7492.0
2017,NUTS,2010,UKC,1,7831.0
2009,NUTS,2010,UKC1,2,2175.0
2011,NUTS,2010,UKC1,2,2377.0
2013,NUTS,2010,UKC1,2,2709.0
2015,NUTS,2010,UKC1,2,2763.0
2017,NUTS,2010,UKC1,2,2777.0
2009,NUTS,2010,UKC2,2,3326.0
2011,NUTS,2010,UKC2,2,3891.0
2013,NUTS,2010,UKC2,2,4191.0
2015,NUTS,2010,UKC2,2,4729.0
2017,NUTS,2010,UKC2,2,5054.0
2009,NUTS,2010,UKD,1,13587.0
2011,NUTS,2010,UKD,1,14350.0
2013,NUTS,2010,UKD,1,15698.0
2015,NUTS,2010,UKD,1,17473.0
2017,NUTS,2010,UKD,1,18549.0
2009,NUTS,2010,UKD1,2,504.0
2011,NUTS,2010,UKD1,2,322.0
2013,NUTS,2010,UKD1,2,301.0
2015,NUTS,2010,UKD1,2,341.0
2017,NUTS,2010,UKD1,2,375.0
2009,NUTS,2010,UKD3,2,6521.0
2011,NUTS,2010,UKD3,2,7067.0
2013,NUTS,2010,UKD3,2,7349.0
2015,NUTS,2010,UKD3,2,8042.0
2017,NUTS,2010,UKD3,2,8433.0
2009,NUTS,2010,UKD4,2,2733.0
2011,NUTS,2010,UKD4,2,2700.0
2013,NUTS,2010,UKD4,2,3151.0
2015,NUTS,2010,UKD4,2,3508.0
2017,NUTS,2010,UKD4,2,3819.0
2011,NUTS,2010,UKD6,2,968.0
2013,NUTS,2010,UKD6,2,1240.0
2015,NUTS,2010,UKD6,2,1301.0
2017,NUTS,2010,UKD6,2,1240.0
2011,NUTS,2010,UKD7,2,3294.0
2013,NUTS,2010,UKD7,2,3657.0
2015,NUTS,2010,UKD7,2,4282.0
2017,NUTS,2010,UKD7,2,4681.0
2009,NUTS,2010,UKE,1,10569.0
2011,NUTS,2010,UKE,1,12382.0
2013,NUTS,2010,UKE,1,13953.0
2015,NUTS,2010,UKE,1,15330.0
2017,NUTS,2010,UKE,1,16174.0
2009,NUTS,2010,UKE1,2,848.0
2011,NUTS,2010,UKE1,2,956.0
2013,NUTS,2010,UKE1,2,1210.0
2015,NUTS,2010,UKE1,2,1181.0
2017,NUTS,2010,UKE1,2,1163.0
2009,NUTS,2010,UKE2,2,1860.0
2011,NUTS,2010,UKE2,2,2020.0
2013,NUTS,2010,UKE2,2,2204.0
2015,NUTS,2010,UKE2,2,2644.0
2017,NUTS,2010,UKE2,2,2681.0
2009,NUTS,2010,UKE3,2,3060.0
2011,NUTS,2010,UKE3,2,4045.0
2013,NUTS,2010,UKE3,2,4609.0
2015,NUTS,2010,UKE3,2,4966.0
2017,NUTS,2010,UKE3,2,5250.0
2009,NUTS,2010,UKE4,2,4800.0
2011,NUTS,2010,UKE4,2,5361.0
2013,NUTS,2010,UKE4,2,5931.0
2015,NUTS,2010,UKE4,2,6539.0
2017,NUTS,2010,UKE4,2,7080.0
2009,NUTS,2010,UKF,1,10110.0
2011,NUTS,2010,UKF,1,10892.0
2013,NUTS,2010,UKF,1,11680.0
2015,NUTS,2010,UKF,1,12537.0
2017,NUTS,2010,UKF,1,12827.0
2009,NUTS,2010,UKF1,2,5481.0
2011,NUTS,2010,UKF1,2,6064.0
2013,NUTS,2010,UKF1,2,6679.0
2015,NUTS,2010,UKF1,2,7232.0
2017,NUTS,2010,UKF1,2,7490.0
2009,NUTS,2010,UKF2,2,4147.0
2011,NUTS,2010,UKF2,2,4321.0
2013,NUTS,2010,UKF2,2,4433.0
2015,NUTS,2010,UKF2,2,4628.0
2017,NUTS,2010,UKF2,2,4635.0
2009,NUTS,2010,UKF3,2,482.0
2011,NUTS,2010,UKF3,2,507.0
2013,NUTS,2010,UKF3,2,568.0
2015,NUTS,2010,UKF3,2,677.0
2017,NUTS,2010,UKF3,2,702.0
2009,NUTS,2010,UKG,1,9491.0
2011,NUTS,2010,UKG,1,9721.0
2013,NUTS,2010,UKG,1,11210.0
2015,NUTS,2010,UKG,1,12671.0
2017,NUTS,2010,UKG,1,13592.0
2009,NUTS,2010,UKG1,2,839.0
2011,NUTS,2010,UKG1,2,747.0
2013,NUTS,2010,UKG1,2,955.0
2015,NUTS,2010,UKG1,2,1224.0
2017,NUTS,2010,UKG1,2,1460.0
2009,NUTS,2010,UKG2,2,983.0
2011,NUTS,2010,UKG2,2,881.0
2013,NUTS,2010,UKG2,2,1004.0
2015,NUTS,2010,UKG2,2,1377.0
2017,NUTS,2010,UKG2,2,1433.0
2009,NUTS,2010,UKG3,2,7669.0
2011,NUTS,2010,UKG3,2,8094.0
2013,NUTS,2010,UKG3,2,9252.0
2015,NUTS,2010,UKG3,2,10071.0
2017,NUTS,2010,UKG3,2,10699.0
2009,NUTS,2010,UKH,1,14398.0
2011,NUTS,2010,UKH,1,16834.0
2013,NUTS,2010,UKH,1,17785.0
2015,NUTS,2010,UKH,1,18962.0
2017,NUTS,2010,UKH,1,19661.0
2009,NUTS,2010,UKH1,2,9076.0
2011,NUTS,2010,UKH1,2,10907.0
2013,NUTS,2010,UKH1,2,11551.0
2015,NUTS,2010,UKH1,2,12403.0
2017,NUTS,2010,UKH1,2,13020.0
2009,NUTS,2010,UKH2,2,3228.0
2011,NUTS,2010,UKH2,2,3700.0
2013,NUTS,2010,UKH2,2,4141.0
2015,NUTS,2010,UKH2,2,4185.0
2017,NUTS,2010,UKH2,2,4219.0
2009,NUTS,2010,UKH3,2,2094.0
2011,NUTS,2010,UKH3,2,2227.0
2013,NUTS,2010,UKH3,2,2093.0
2015,NUTS,2010,UKH3,2,2374.0
2017,NUTS,2010,UKH3,2,2423.0
2009,NUTS,2010,UKI,1,26017.0
2011,NUTS,2010,UKI,1,30999.0
2013,NUTS,2010,UKI,1,32525.0
2015,NUTS,2010,UKI,1,34605.0
2017,NUTS,2010,UKI,1,36544.0
2011,NUTS,2010,UKI3,2,22488.0
2013,NUTS,2010,UKI3,2,23015.0
2015,NUTS,2010,UKI3,2,23836.0
2017,NUTS,2010,UKI3,2,24886.0
2011,NUTS,2010,UKI4,2,4030.0
2013,NUTS,2010,UKI4,2,4389.0
2015,NUTS,2010,UKI4,2,5154.0
2017,NUTS,2010,UKI4,2,5425.0
2011,NUTS,2010,UKI5,2,861.0
2013,NUTS,2010,UKI5,2,904.0
2015,NUTS,2010,UKI5,2,933.0
2017,NUTS,2010,UKI5,2,920.0
2011,NUTS,2010,UKI6,2,825.0
2013,NUTS,2010,UKI6,2,874.0
2015,NUTS,2010,UKI6,2,948.0
2017,NUTS,2010,UKI6,2,1111.0
2011,NUTS,2010,UKI7,2,2795.0
2013,NUTS,2010,UKI7,2,3343.0
2015,NUTS,2010,UKI7,2,3733.0
2017,NUTS,2010,UKI7,2,4203.0
2009,NUTS,2010,UKJ,1,22207.0
2011,NUTS,2010,UKJ,1,24721.0
2013,NUTS,2010,UKJ,1,28475.0
2015,NUTS,2010,UKJ,1,30585.0
2017,NUTS,2010,UKJ,1,31094.0
2009,NUTS,2010,UKJ1,2,9822.0
2011,NUTS,2010,UKJ1,2,11278.0
2013,NUTS,2010,UKJ1,2,13334.0
2015,NUTS,2010,UKJ1,2,14340.0
2017,NUTS,2010,UKJ1,2,14830.0
2009,NUTS,2010,UKJ2,2,4776.0
2011,NUTS,2010,UKJ2,2,5425.0
2013,NUTS,2010,UKJ2,2,6077.0
2015,NUTS,2010,UKJ2,2,6492.0
2017,NUTS,2010,UKJ2,2,6749.0
2009,NUTS,2010,UKJ3,2,5573.0
2011,NUTS,2010,UKJ3,2,5878.0
2013,NUTS,2010,UKJ3,2,6583.0
2015,NUTS,2010,UKJ3,2,7046.0
2017,NUTS,2010,UKJ3,2,6755.0
2009,NUTS,2010,UKJ4,2,2037.0
2011,NUTS,2010,UKJ4,2,2141.0
2013,NUTS,2010,UKJ4,2,2481.0
2015,NUTS,2010,UKJ4,2,2708.0
2017,NUTS,2010,UKJ4,2,2760.0
2009,NUTS,2010,UKK,1,9890.0
2011,NUTS,2010,UKK,1,10189.0
2013,NUTS,2010,UKK,1,11103.0
2015,NUTS,2010,UKK,1,12047.0
2017,NUTS,2010,UKK,1,12909.0
2009,NUTS,2010,UKK1,2,6709.0
2011,NUTS,2010,UKK1,2,6562.0
2013,NUTS,2010,UKK1,2,7307.0
2015,NUTS,2010,UKK1,2,7720.0
2017,NUTS,2010,UKK1,2,8189.0
2009,NUTS,2010,UKK2,2,716.0
2011,NUTS,2010,UKK2,2,647.0
2013,NUTS,2010,UKK2,2,788.0
2015,NUTS,2010,UKK2,2,1036.0
2017,NUTS,2010,UKK2,2,1132.0
2009,NUTS,2010,UKK3,2,134.0
2011,NUTS,2010,UKK3,2,120.0
2013,NUTS,2010,UKK3,2,147.0
2015,NUTS,2010,UKK3,2,176.0
2017,NUTS,2010,UKK3,2,207.0
2009,NUTS,2010,UKK4,2,2331.0
2011,NUTS,2010,UKK4,2,2859.0
2013,NUTS,2010,UKK4,2,2861.0
2015,NUTS,2010,UKK4,2,3114.0
2017,NUTS,2010,UKK4,2,3382.0
2009,NUTS,2010,UKL,1,6123.0
2011,NUTS,2010,UKL,1,6790.0
2013,NUTS,2010,UKL,1,6934.0
2015,NUTS,2010,UKL,1,7094.0
2017,NUTS,2010,UKL,1,7864.0
2009,NUTS,2010,UKL1,2,2834.0
2011,NUTS,2010,UKL1,2,3192.0
2013,NUTS,2010,UKL1,2,3444.0
2015,NUTS,2010,UKL1,2,3648.0
2017,NUTS,2010,UKL1,2,4107.0
2009,NUTS,2010,UKL2,2,3289.0
2011,NUTS,2010,UKL2,2,3599.0
2013,NUTS,2010,UKL2,2,3490.0
2015,NUTS,2010,UKL2,2,3446.0
2017,NUTS,2010,UKL2,2,3757.0
2009,NUTS,2010,UKM,1,15229.0
2011,NUTS,2010,UKM,1,15583.0
2013,NUTS,2010,UKM,1,18560.0
2015,NUTS,2010,UKM,1,19790.0
2017,NUTS,2010,UKM,1,21223.0
2013,NUTS,2010,UKM2,2,10013.0
2015,NUTS,2010,UKM2,2,11056.0
2017,NUTS,2010,UKM2,2,1502.0
2013,NUTS,2010,UKM3,2,6220.0
2015,NUTS,2010,UKM3,2,6633.0
2017,NUTS,2010,UKM3,2,743.0
2013,NUTS,2010,UKM5,2,2183.0
2015,NUTS,2010,UKM5,2,1963.0
2017,NUTS,2010,UKM5,2,1971.0
2013,NUTS,2010,UKM6,2,143.0
2015,NUTS,2010,UKM6,2,138.0
2017,NUTS,2010,UKM6,2,181.0
2017,NUTS,2010,UKM7,2,10444.0
2017,NUTS,2010,UKM8,2,6382.0
2017,NUTS,2010,UKM9,2,0.0
2009,NUTS,2010,UKN,1,3089.0
2011,NUTS,2010,UKN,1,3120.0
2013,NUTS,2010,UKN,1,2978.0
2015,NUTS,2010,UKN,1,3187.0
2017,NUTS,2010,UKN,1,3590.0
2009,NUTS,2010,UKN0,2,3089.0
2011,NUTS,2010,UKN0,2,3120.0
2013,NUTS,2010,UKN0,2,2978.0
2015,NUTS,2010,UKN0,2,3187.0
2017,NUTS,2010,UKN0,2,3590.0
