year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_nac_hes
1992,NUTS,2010,ES1,1,87.12
1993,NUTS,2010,ES1,1,90.46
1994,NUTS,2010,ES1,1,82.3
1995,NUTS,2010,ES1,1,115.68
1996,NUTS,2010,ES1,1,120.17
1997,NUTS,2010,ES1,1,121.64
1998,NUTS,2010,ES1,1,117.91
1999,NUTS,2010,ES1,1,129.42
2000,NUTS,2010,ES1,1,161.532
2001,NUTS,2010,ES1,1,193.075
2002,NUTS,2010,ES1,1,204.5
2003,NUTS,2010,ES1,1,227.3
2004,NUTS,2010,ES1,1,233.6
2005,NUTS,2010,ES1,1,232.631
2006,NUTS,2010,ES1,1,295.683
2007,NUTS,2010,ES1,1,300.44
2008,NUTS,2010,ES1,1,378.889
2009,NUTS,2010,ES1,1,362.807
2010,NUTS,2010,ES1,1,385.309
2011,NUTS,2010,ES1,1,346.055
2013,NUTS,2010,ES1,1,290.723
2015,NUTS,2010,ES1,1,298.0
2016,NUTS,2010,ES1,1,283.0
2017,NUTS,2010,ES1,1,300.0
2018,NUTS,2010,ES1,1,307.0
1987,NUTS,2010,ES11,2,11.03
1988,NUTS,2010,ES11,2,12.18
1989,NUTS,2010,ES11,2,16.39
1990,NUTS,2010,ES11,2,20.56
1991,NUTS,2010,ES11,2,28.73
1992,NUTS,2010,ES11,2,54.35
1993,NUTS,2010,ES11,2,47.73
1994,NUTS,2010,ES11,2,43.22
1995,NUTS,2010,ES11,2,64.37
1996,NUTS,2010,ES11,2,65.37
1997,NUTS,2010,ES11,2,74.98
1998,NUTS,2010,ES11,2,75.14
1999,NUTS,2010,ES11,2,83.73
2000,NUTS,2010,ES11,2,105.145
2001,NUTS,2010,ES11,2,135.965
2002,NUTS,2010,ES11,2,141.5
2003,NUTS,2010,ES11,2,161.9
2004,NUTS,2010,ES11,2,170.0
2005,NUTS,2010,ES11,2,165.185
2006,NUTS,2010,ES11,2,175.926
2007,NUTS,2010,ES11,2,175.078
2008,NUTS,2010,ES11,2,225.669
2009,NUTS,2010,ES11,2,206.407
2010,NUTS,2010,ES11,2,207.271
2011,NUTS,2010,ES11,2,195.454
2012,NUTS,2010,ES11,2,193.012
2014,NUTS,2010,ES11,2,180.197
2015,NUTS,2010,ES11,2,196.0
2016,NUTS,2010,ES11,2,181.0
2017,NUTS,2010,ES11,2,196.0
2018,NUTS,2010,ES11,2,207.0
2019,NUTS,2010,ES11,2,210.0
1987,NUTS,2010,ES12,2,6.66
1988,NUTS,2010,ES12,2,8.74
1989,NUTS,2010,ES12,2,11.48
1990,NUTS,2010,ES12,2,14.47
1991,NUTS,2010,ES12,2,19.3
1992,NUTS,2010,ES12,2,22.27
1993,NUTS,2010,ES12,2,28.39
1994,NUTS,2010,ES12,2,23.75
1995,NUTS,2010,ES12,2,34.57
1996,NUTS,2010,ES12,2,38.77
1997,NUTS,2010,ES12,2,30.35
1998,NUTS,2010,ES12,2,28.19
1999,NUTS,2010,ES12,2,30.48
2000,NUTS,2010,ES12,2,40.32
2001,NUTS,2010,ES12,2,40.735
2002,NUTS,2010,ES12,2,46.7
2003,NUTS,2010,ES12,2,49.3
2004,NUTS,2010,ES12,2,46.1
2005,NUTS,2010,ES12,2,49.114
2006,NUTS,2010,ES12,2,70.913
2007,NUTS,2010,ES12,2,73.354
2008,NUTS,2010,ES12,2,93.306
2009,NUTS,2010,ES12,2,93.6
2010,NUTS,2010,ES12,2,102.976
2011,NUTS,2010,ES12,2,86.916
2012,NUTS,2010,ES12,2,65.483
2013,NUTS,2010,ES12,2,59.108
2014,NUTS,2010,ES12,2,55.764
2015,NUTS,2010,ES12,2,58.0
2016,NUTS,2010,ES12,2,58.0
2017,NUTS,2010,ES12,2,58.0
2018,NUTS,2010,ES12,2,51.0
2019,NUTS,2010,ES12,2,57.0
1987,NUTS,2010,ES13,2,3.43
1988,NUTS,2010,ES13,2,5.75
1989,NUTS,2010,ES13,2,5.38
1990,NUTS,2010,ES13,2,6.44
1991,NUTS,2010,ES13,2,8.67
1992,NUTS,2010,ES13,2,10.5
1993,NUTS,2010,ES13,2,14.34
1994,NUTS,2010,ES13,2,15.32
1995,NUTS,2010,ES13,2,16.74
1996,NUTS,2010,ES13,2,16.03
1997,NUTS,2010,ES13,2,16.32
1998,NUTS,2010,ES13,2,14.57
1999,NUTS,2010,ES13,2,15.21
2000,NUTS,2010,ES13,2,16.067
2001,NUTS,2010,ES13,2,16.375
2002,NUTS,2010,ES13,2,16.3
2003,NUTS,2010,ES13,2,16.1
2004,NUTS,2010,ES13,2,17.5
2005,NUTS,2010,ES13,2,18.331
2006,NUTS,2010,ES13,2,48.844
2007,NUTS,2010,ES13,2,52.008
2008,NUTS,2010,ES13,2,59.914
2009,NUTS,2010,ES13,2,62.801
2010,NUTS,2010,ES13,2,75.062
2011,NUTS,2010,ES13,2,63.685
2015,NUTS,2010,ES13,2,44.0
2016,NUTS,2010,ES13,2,44.0
2017,NUTS,2010,ES13,2,46.0
2018,NUTS,2010,ES13,2,49.0
1987,NUTS,2010,ES2,1,33.42
1988,NUTS,2010,ES2,1,31.8
1989,NUTS,2010,ES2,1,38.4
1990,NUTS,2010,ES2,1,62.91
1991,NUTS,2010,ES2,1,70.28
1992,NUTS,2010,ES2,1,112.26
1993,NUTS,2010,ES2,1,110.75
1994,NUTS,2010,ES2,1,95.77
1995,NUTS,2010,ES2,1,111.84
1996,NUTS,2010,ES2,1,119.51
1997,NUTS,2010,ES2,1,129.34
1998,NUTS,2010,ES2,1,136.4
1999,NUTS,2010,ES2,1,147.75
2000,NUTS,2010,ES2,1,160.482
2001,NUTS,2010,ES2,1,178.766
2002,NUTS,2010,ES2,1,207.9
2003,NUTS,2010,ES2,1,226.7
2004,NUTS,2010,ES2,1,259.8
2005,NUTS,2010,ES2,1,291.736
2006,NUTS,2010,ES2,1,317.262
2007,NUTS,2010,ES2,1,336.704
2008,NUTS,2010,ES2,1,368.862
2009,NUTS,2010,ES2,1,410.442
2010,NUTS,2010,ES2,1,424.223
2011,NUTS,2010,ES2,1,422.997
2013,NUTS,2010,ES2,1,396.621
2019,NUTS,2010,ES2,1,431.0
1987,NUTS,2010,ES21,2,16.7
1988,NUTS,2010,ES21,2,18.44
1989,NUTS,2010,ES21,2,24.04
1990,NUTS,2010,ES21,2,30.2
1991,NUTS,2010,ES21,2,30.56
1992,NUTS,2010,ES21,2,49.91
1993,NUTS,2010,ES21,2,51.74
1994,NUTS,2010,ES21,2,43.86
1995,NUTS,2010,ES21,2,52.26
1996,NUTS,2010,ES21,2,61.89
1997,NUTS,2010,ES21,2,67.58
1998,NUTS,2010,ES21,2,72.0
1999,NUTS,2010,ES21,2,76.14
2000,NUTS,2010,ES21,2,84.718
2001,NUTS,2010,ES21,2,100.581
2002,NUTS,2010,ES21,2,119.8
2003,NUTS,2010,ES21,2,129.5
2004,NUTS,2010,ES21,2,132.3
2005,NUTS,2010,ES21,2,149.742
2006,NUTS,2010,ES21,2,167.885
2007,NUTS,2010,ES21,2,174.602
2008,NUTS,2010,ES21,2,192.771
2009,NUTS,2010,ES21,2,233.472
2010,NUTS,2010,ES21,2,241.379
2011,NUTS,2010,ES21,2,244.804
2012,NUTS,2010,ES21,2,246.314
2013,NUTS,2010,ES21,2,238.757
2014,NUTS,2010,ES21,2,237.857
2015,NUTS,2010,ES21,2,235.0
2016,NUTS,2010,ES21,2,227.0
2017,NUTS,2010,ES21,2,237.0
2018,NUTS,2010,ES21,2,250.0
2019,NUTS,2010,ES21,2,250.0
1987,NUTS,2010,ES22,2,7.79
1990,NUTS,2010,ES22,2,19.04
1991,NUTS,2010,ES22,2,24.09
1992,NUTS,2010,ES22,2,32.24
1993,NUTS,2010,ES22,2,25.69
1994,NUTS,2010,ES22,2,18.38
1995,NUTS,2010,ES22,2,21.91
1996,NUTS,2010,ES22,2,23.81
1997,NUTS,2010,ES22,2,26.62
1998,NUTS,2010,ES22,2,27.08
1999,NUTS,2010,ES22,2,31.31
2000,NUTS,2010,ES22,2,30.648
2001,NUTS,2010,ES22,2,33.072
2002,NUTS,2010,ES22,2,39.3
2003,NUTS,2010,ES22,2,41.5
2004,NUTS,2010,ES22,2,77.2
2005,NUTS,2010,ES22,2,79.195
2006,NUTS,2010,ES22,2,78.239
2007,NUTS,2010,ES22,2,78.479
2008,NUTS,2010,ES22,2,83.26
2009,NUTS,2010,ES22,2,84.149
2010,NUTS,2010,ES22,2,82.435
2011,NUTS,2010,ES22,2,80.929
1993,NUTS,2010,ES23,2,1.47
1994,NUTS,2010,ES23,2,1.89
1995,NUTS,2010,ES23,2,3.53
1996,NUTS,2010,ES23,2,4.46
1997,NUTS,2010,ES23,2,5.88
1998,NUTS,2010,ES23,2,6.48
1999,NUTS,2010,ES23,2,7.63
2000,NUTS,2010,ES23,2,8.561
2001,NUTS,2010,ES23,2,7.627
2002,NUTS,2010,ES23,2,8.1
2003,NUTS,2010,ES23,2,8.8
2004,NUTS,2010,ES23,2,9.5
2005,NUTS,2010,ES23,2,10.018
2006,NUTS,2010,ES23,2,11.129
2007,NUTS,2010,ES23,2,16.198
2008,NUTS,2010,ES23,2,18.413
2009,NUTS,2010,ES23,2,16.708
2010,NUTS,2010,ES23,2,16.354
2011,NUTS,2010,ES23,2,15.77
2012,NUTS,2010,ES23,2,16.144
2014,NUTS,2010,ES23,2,17.55
2015,NUTS,2010,ES23,2,22.0
2016,NUTS,2010,ES23,2,19.0
2017,NUTS,2010,ES23,2,20.0
2018,NUTS,2010,ES23,2,19.0
1987,NUTS,2010,ES24,2,8.94
1988,NUTS,2010,ES24,2,13.35
1989,NUTS,2010,ES24,2,14.37
1990,NUTS,2010,ES24,2,13.67
1991,NUTS,2010,ES24,2,15.63
1992,NUTS,2010,ES24,2,30.1
1993,NUTS,2010,ES24,2,31.86
1994,NUTS,2010,ES24,2,31.64
1995,NUTS,2010,ES24,2,34.13
1996,NUTS,2010,ES24,2,29.35
1997,NUTS,2010,ES24,2,29.26
1998,NUTS,2010,ES24,2,30.84
1999,NUTS,2010,ES24,2,32.68
2000,NUTS,2010,ES24,2,36.555
2001,NUTS,2010,ES24,2,37.486
2002,NUTS,2010,ES24,2,40.7
2003,NUTS,2010,ES24,2,46.9
2004,NUTS,2010,ES24,2,40.8
2005,NUTS,2010,ES24,2,52.78
2006,NUTS,2010,ES24,2,60.009
2007,NUTS,2010,ES24,2,67.424
2008,NUTS,2010,ES24,2,74.418
2009,NUTS,2010,ES24,2,76.114
2010,NUTS,2010,ES24,2,84.055
2011,NUTS,2010,ES24,2,81.495
2012,NUTS,2010,ES24,2,75.037
2013,NUTS,2010,ES24,2,68.14
2014,NUTS,2010,ES24,2,64.702
2015,NUTS,2010,ES24,2,70.0
2016,NUTS,2010,ES24,2,70.0
2017,NUTS,2010,ES24,2,72.0
2018,NUTS,2010,ES24,2,77.0
1987,NUTS,2010,ES3,1,59.85
1988,NUTS,2010,ES3,1,69.18
1989,NUTS,2010,ES3,1,86.86
1990,NUTS,2010,ES3,1,119.51
1991,NUTS,2010,ES3,1,137.48
1992,NUTS,2010,ES3,1,153.59
1993,NUTS,2010,ES3,1,158.84
1994,NUTS,2010,ES3,1,179.47
1995,NUTS,2010,ES3,1,231.01
1996,NUTS,2010,ES3,1,229.5
1997,NUTS,2010,ES3,1,252.08
1998,NUTS,2010,ES3,1,259.42
1999,NUTS,2010,ES3,1,278.12
2000,NUTS,2010,ES3,1,301.16
2001,NUTS,2010,ES3,1,343.839
2002,NUTS,2010,ES3,1,383.7
2003,NUTS,2010,ES3,1,412.4
2004,NUTS,2010,ES3,1,419.2
2005,NUTS,2010,ES3,1,494.302
2006,NUTS,2010,ES3,1,535.836
2007,NUTS,2010,ES3,1,572.368
2008,NUTS,2010,ES3,1,649.875
2009,NUTS,2010,ES3,1,688.011
2010,NUTS,2010,ES3,1,686.095
2011,NUTS,2010,ES3,1,670.509
2012,NUTS,2010,ES3,1,633.048
2013,NUTS,2010,ES3,1,622.495
2014,NUTS,2010,ES3,1,610.103
2015,NUTS,2010,ES3,1,582.0
2016,NUTS,2010,ES3,1,642.0
2017,NUTS,2010,ES3,1,675.0
2018,NUTS,2010,ES3,1,719.0
2019,NUTS,2010,ES3,1,757.0
1987,NUTS,2010,ES30,2,59.85
1988,NUTS,2010,ES30,2,69.18
1989,NUTS,2010,ES30,2,86.86
1990,NUTS,2010,ES30,2,119.51
1991,NUTS,2010,ES30,2,137.48
1992,NUTS,2010,ES30,2,153.59
1993,NUTS,2010,ES30,2,158.84
1994,NUTS,2010,ES30,2,179.47
1995,NUTS,2010,ES30,2,231.01
1996,NUTS,2010,ES30,2,229.5
1997,NUTS,2010,ES30,2,252.08
1998,NUTS,2010,ES30,2,259.42
1999,NUTS,2010,ES30,2,278.12
2000,NUTS,2010,ES30,2,301.16
2001,NUTS,2010,ES30,2,343.839
2002,NUTS,2010,ES30,2,383.7
2003,NUTS,2010,ES30,2,412.4
2004,NUTS,2010,ES30,2,419.2
2005,NUTS,2010,ES30,2,494.302
2006,NUTS,2010,ES30,2,535.836
2007,NUTS,2010,ES30,2,572.368
2008,NUTS,2010,ES30,2,649.875
2009,NUTS,2010,ES30,2,688.011
2010,NUTS,2010,ES30,2,686.095
2011,NUTS,2010,ES30,2,670.509
2012,NUTS,2010,ES30,2,633.048
2013,NUTS,2010,ES30,2,622.495
2014,NUTS,2010,ES30,2,610.103
2015,NUTS,2010,ES30,2,582.0
2016,NUTS,2010,ES30,2,642.0
2017,NUTS,2010,ES30,2,675.0
2018,NUTS,2010,ES30,2,719.0
2019,NUTS,2010,ES30,2,757.0
1987,NUTS,2010,ES4,1,22.47
1988,NUTS,2010,ES4,1,26.42
1989,NUTS,2010,ES4,1,31.07
1990,NUTS,2010,ES4,1,41.07
1991,NUTS,2010,ES4,1,50.04
1992,NUTS,2010,ES4,1,73.87
1993,NUTS,2010,ES4,1,109.93
1994,NUTS,2010,ES4,1,106.46
1995,NUTS,2010,ES4,1,106.72
1996,NUTS,2010,ES4,1,113.84
1997,NUTS,2010,ES4,1,129.54
1998,NUTS,2010,ES4,1,145.36
1999,NUTS,2010,ES4,1,149.57
2000,NUTS,2010,ES4,1,170.584
2001,NUTS,2010,ES4,1,197.09
2002,NUTS,2010,ES4,1,230.3
2003,NUTS,2010,ES4,1,242.0
2004,NUTS,2010,ES4,1,231.0
2005,NUTS,2010,ES4,1,265.059
2006,NUTS,2010,ES4,1,300.574
2007,NUTS,2010,ES4,1,331.999
2008,NUTS,2010,ES4,1,375.234
2009,NUTS,2010,ES4,1,378.876
2010,NUTS,2010,ES4,1,373.64
2011,NUTS,2010,ES4,1,354.776
2013,NUTS,2010,ES4,1,315.418
2014,NUTS,2010,ES4,1,310.309
2015,NUTS,2010,ES4,1,338.0
2016,NUTS,2010,ES4,1,315.0
2018,NUTS,2010,ES4,1,335.0
2019,NUTS,2010,ES4,1,377.0
1987,NUTS,2010,ES41,2,18.59
1988,NUTS,2010,ES41,2,20.97
1989,NUTS,2010,ES41,2,25.54
1990,NUTS,2010,ES41,2,31.62
1991,NUTS,2010,ES41,2,39.41
1992,NUTS,2010,ES41,2,57.17
1993,NUTS,2010,ES41,2,89.42
1994,NUTS,2010,ES41,2,79.59
1995,NUTS,2010,ES41,2,78.01
1996,NUTS,2010,ES41,2,83.26
1997,NUTS,2010,ES41,2,85.87
1998,NUTS,2010,ES41,2,92.06
1999,NUTS,2010,ES41,2,101.66
2000,NUTS,2010,ES41,2,110.911
2001,NUTS,2010,ES41,2,116.785
2002,NUTS,2010,ES41,2,128.8
2003,NUTS,2010,ES41,2,139.9
2004,NUTS,2010,ES41,2,159.2
2005,NUTS,2010,ES41,2,157.963
2006,NUTS,2010,ES41,2,182.235
2007,NUTS,2010,ES41,2,198.282
2008,NUTS,2010,ES41,2,207.447
2009,NUTS,2010,ES41,2,221.144
2010,NUTS,2010,ES41,2,215.16
2011,NUTS,2010,ES41,2,204.716
2012,NUTS,2010,ES41,2,181.731
2013,NUTS,2010,ES41,2,183.68
2014,NUTS,2010,ES41,2,194.223
2015,NUTS,2010,ES41,2,198.0
2016,NUTS,2010,ES41,2,193.0
2017,NUTS,2010,ES41,2,196.0
2018,NUTS,2010,ES41,2,212.0
2019,NUTS,2010,ES41,2,226.0
1987,NUTS,2010,ES42,2,0.8
1988,NUTS,2010,ES42,2,1.42
1989,NUTS,2010,ES42,2,1.38
1990,NUTS,2010,ES42,2,2.38
1991,NUTS,2010,ES42,2,4.38
1992,NUTS,2010,ES42,2,3.53
1993,NUTS,2010,ES42,2,7.63
1994,NUTS,2010,ES42,2,8.31
1995,NUTS,2010,ES42,2,15.85
1996,NUTS,2010,ES42,2,11.74
1997,NUTS,2010,ES42,2,19.11
1998,NUTS,2010,ES42,2,28.22
1999,NUTS,2010,ES42,2,24.02
2000,NUTS,2010,ES42,2,31.355
2001,NUTS,2010,ES42,2,34.164
2002,NUTS,2010,ES42,2,51.2
2003,NUTS,2010,ES42,2,46.8
2004,NUTS,2010,ES42,2,48.0
2005,NUTS,2010,ES42,2,50.827
2006,NUTS,2010,ES42,2,58.694
2007,NUTS,2010,ES42,2,69.971
2008,NUTS,2010,ES42,2,81.564
2009,NUTS,2010,ES42,2,82.698
2010,NUTS,2010,ES42,2,84.446
2011,NUTS,2010,ES42,2,76.751
2012,NUTS,2010,ES42,2,57.529
2013,NUTS,2010,ES42,2,58.323
2014,NUTS,2010,ES42,2,50.518
2015,NUTS,2010,ES42,2,68.0
2017,NUTS,2010,ES42,2,68.0
1987,NUTS,2010,ES43,2,3.08
1988,NUTS,2010,ES43,2,4.04
1989,NUTS,2010,ES43,2,4.15
1990,NUTS,2010,ES43,2,7.08
1991,NUTS,2010,ES43,2,6.25
1992,NUTS,2010,ES43,2,13.16
1993,NUTS,2010,ES43,2,12.87
1994,NUTS,2010,ES43,2,18.57
1995,NUTS,2010,ES43,2,12.86
1996,NUTS,2010,ES43,2,18.84
1997,NUTS,2010,ES43,2,24.56
1998,NUTS,2010,ES43,2,25.08
1999,NUTS,2010,ES43,2,23.9
2000,NUTS,2010,ES43,2,28.318
2001,NUTS,2010,ES43,2,46.141
2002,NUTS,2010,ES43,2,50.3
2003,NUTS,2010,ES43,2,55.3
2004,NUTS,2010,ES43,2,23.8
2005,NUTS,2010,ES43,2,56.269
2006,NUTS,2010,ES43,2,59.645
2007,NUTS,2010,ES43,2,63.746
2008,NUTS,2010,ES43,2,86.223
2009,NUTS,2010,ES43,2,75.035
2010,NUTS,2010,ES43,2,74.034
2011,NUTS,2010,ES43,2,73.309
2013,NUTS,2010,ES43,2,73.415
2014,NUTS,2010,ES43,2,65.567
2015,NUTS,2010,ES43,2,72.0
1987,NUTS,2010,ES5,1,61.15
1988,NUTS,2010,ES5,1,80.15
1989,NUTS,2010,ES5,1,101.55
1990,NUTS,2010,ES5,1,127.13
1991,NUTS,2010,ES5,1,168.58
1992,NUTS,2010,ES5,1,272.84
1993,NUTS,2010,ES5,1,287.89
1994,NUTS,2010,ES5,1,319.32
1995,NUTS,2010,ES5,1,326.85
1996,NUTS,2010,ES5,1,380.72
1997,NUTS,2010,ES5,1,386.07
1998,NUTS,2010,ES5,1,456.85
1999,NUTS,2010,ES5,1,467.25
2000,NUTS,2010,ES5,1,532.149
2001,NUTS,2010,ES5,1,631.082
2002,NUTS,2010,ES5,1,705.2
2003,NUTS,2010,ES5,1,824.1
2004,NUTS,2010,ES5,1,938.3
2005,NUTS,2010,ES5,1,1039.136
2006,NUTS,2010,ES5,1,1090.111
2007,NUTS,2010,ES5,1,1170.462
2008,NUTS,2010,ES5,1,1265.393
2009,NUTS,2010,ES5,1,1317.444
2010,NUTS,2010,ES5,1,1297.845
2011,NUTS,2010,ES5,1,1274.593
2012,NUTS,2010,ES5,1,1208.299
2013,NUTS,2010,ES5,1,1193.414
2014,NUTS,2010,ES5,1,1184.051
2015,NUTS,2010,ES5,1,1231.0
2016,NUTS,2010,ES5,1,1224.0
2017,NUTS,2010,ES5,1,1253.0
2018,NUTS,2010,ES5,1,1293.0
1987,NUTS,2010,ES51,2,37.0
1988,NUTS,2010,ES51,2,51.88
1989,NUTS,2010,ES51,2,63.96
1990,NUTS,2010,ES51,2,80.08
1991,NUTS,2010,ES51,2,100.76
1992,NUTS,2010,ES51,2,154.79
1993,NUTS,2010,ES51,2,168.13
1994,NUTS,2010,ES51,2,180.36
1995,NUTS,2010,ES51,2,202.91
1996,NUTS,2010,ES51,2,224.65
1997,NUTS,2010,ES51,2,213.35
1998,NUTS,2010,ES51,2,279.61
1999,NUTS,2010,ES51,2,264.64
2000,NUTS,2010,ES51,2,304.412
2001,NUTS,2010,ES51,2,331.241
2002,NUTS,2010,ES51,2,378.1
2003,NUTS,2010,ES51,2,456.4
2004,NUTS,2010,ES51,2,511.2
2005,NUTS,2010,ES51,2,578.579
2006,NUTS,2010,ES51,2,598.028
2007,NUTS,2010,ES51,2,677.379
2008,NUTS,2010,ES51,2,724.4
2009,NUTS,2010,ES51,2,752.81
2010,NUTS,2010,ES51,2,755.541
2011,NUTS,2010,ES51,2,736.763
2012,NUTS,2010,ES51,2,694.638
2013,NUTS,2010,ES51,2,681.289
2014,NUTS,2010,ES51,2,666.337
2015,NUTS,2010,ES51,2,715.0
2016,NUTS,2010,ES51,2,709.0
2017,NUTS,2010,ES51,2,723.0
2018,NUTS,2010,ES51,2,733.0
2019,NUTS,2010,ES51,2,761.0
1987,NUTS,2010,ES52,2,21.72
1988,NUTS,2010,ES52,2,26.03
1989,NUTS,2010,ES52,2,34.8
1990,NUTS,2010,ES52,2,43.36
1991,NUTS,2010,ES52,2,62.62
1992,NUTS,2010,ES52,2,113.3
1993,NUTS,2010,ES52,2,114.55
1994,NUTS,2010,ES52,2,130.67
1995,NUTS,2010,ES52,2,112.46
1996,NUTS,2010,ES52,2,140.31
1997,NUTS,2010,ES52,2,155.1
1998,NUTS,2010,ES52,2,157.5
1999,NUTS,2010,ES52,2,182.61
2000,NUTS,2010,ES52,2,204.84
2001,NUTS,2010,ES52,2,273.379
2002,NUTS,2010,ES52,2,298.7
2003,NUTS,2010,ES52,2,336.4
2004,NUTS,2010,ES52,2,394.9
2005,NUTS,2010,ES52,2,426.891
2006,NUTS,2010,ES52,2,455.198
2007,NUTS,2010,ES52,2,453.255
2008,NUTS,2010,ES52,2,494.743
2009,NUTS,2010,ES52,2,517.817
2010,NUTS,2010,ES52,2,495.044
2011,NUTS,2010,ES52,2,492.518
2012,NUTS,2010,ES52,2,471.834
2013,NUTS,2010,ES52,2,469.387
2014,NUTS,2010,ES52,2,474.409
2015,NUTS,2010,ES52,2,472.0
2016,NUTS,2010,ES52,2,472.0
2017,NUTS,2010,ES52,2,481.0
2018,NUTS,2010,ES52,2,510.0
2019,NUTS,2010,ES52,2,531.0
1987,NUTS,2010,ES53,2,2.43
1988,NUTS,2010,ES53,2,2.24
1989,NUTS,2010,ES53,2,2.79
1990,NUTS,2010,ES53,2,3.69
1991,NUTS,2010,ES53,2,5.2
1992,NUTS,2010,ES53,2,4.75
1993,NUTS,2010,ES53,2,5.21
1994,NUTS,2010,ES53,2,8.29
1995,NUTS,2010,ES53,2,11.48
1996,NUTS,2010,ES53,2,15.76
1997,NUTS,2010,ES53,2,17.61
1998,NUTS,2010,ES53,2,19.75
1999,NUTS,2010,ES53,2,20.0
2000,NUTS,2010,ES53,2,22.897
2001,NUTS,2010,ES53,2,26.462
2002,NUTS,2010,ES53,2,28.4
2003,NUTS,2010,ES53,2,31.3
2004,NUTS,2010,ES53,2,32.2
2005,NUTS,2010,ES53,2,33.666
2006,NUTS,2010,ES53,2,36.886
2007,NUTS,2010,ES53,2,39.828
2008,NUTS,2010,ES53,2,46.25
2009,NUTS,2010,ES53,2,46.816
2010,NUTS,2010,ES53,2,47.26
2011,NUTS,2010,ES53,2,45.313
2012,NUTS,2010,ES53,2,41.827
2013,NUTS,2010,ES53,2,42.738
2014,NUTS,2010,ES53,2,43.304
2015,NUTS,2010,ES53,2,44.0
2016,NUTS,2010,ES53,2,43.0
2017,NUTS,2010,ES53,2,49.0
2018,NUTS,2010,ES53,2,51.0
1987,NUTS,2010,ES6,1,40.56
1988,NUTS,2010,ES6,1,48.02
1989,NUTS,2010,ES6,1,70.83
1990,NUTS,2010,ES6,1,91.85
1991,NUTS,2010,ES6,1,108.34
1992,NUTS,2010,ES6,1,157.31
1993,NUTS,2010,ES6,1,216.06
1994,NUTS,2010,ES6,1,171.08
1995,NUTS,2010,ES6,1,201.71
1996,NUTS,2010,ES6,1,223.21
1997,NUTS,2010,ES6,1,252.17
1998,NUTS,2010,ES6,1,254.96
1999,NUTS,2010,ES6,1,269.86
2000,NUTS,2010,ES6,1,302.043
2001,NUTS,2010,ES6,1,307.31
2002,NUTS,2010,ES6,1,319.0
2003,NUTS,2010,ES6,1,459.1
2004,NUTS,2010,ES6,1,451.9
2005,NUTS,2010,ES6,1,535.908
2006,NUTS,2010,ES6,1,604.311
2007,NUTS,2010,ES6,1,679.293
2008,NUTS,2010,ES6,1,767.325
2009,NUTS,2010,ES6,1,789.874
2010,NUTS,2010,ES6,1,834.648
2011,NUTS,2010,ES6,1,819.324
2012,NUTS,2010,ES6,1,730.928
2013,NUTS,2010,ES6,1,731.425
2014,NUTS,2010,ES6,1,734.912
2015,NUTS,2010,ES6,1,757.0
2016,NUTS,2010,ES6,1,693.0
2017,NUTS,2010,ES6,1,737.0
2018,NUTS,2010,ES6,1,773.0
2019,NUTS,2010,ES6,1,817.0
1987,NUTS,2010,ES61,2,34.2
1988,NUTS,2010,ES61,2,41.85
1989,NUTS,2010,ES61,2,60.93
1990,NUTS,2010,ES61,2,79.31
1991,NUTS,2010,ES61,2,93.85
1992,NUTS,2010,ES61,2,131.36
1993,NUTS,2010,ES61,2,188.78
1994,NUTS,2010,ES61,2,148.86
1995,NUTS,2010,ES61,2,178.01
1996,NUTS,2010,ES61,2,199.45
1997,NUTS,2010,ES61,2,228.35
1998,NUTS,2010,ES61,2,227.24
1999,NUTS,2010,ES61,2,240.49
2000,NUTS,2010,ES61,2,259.897
2001,NUTS,2010,ES61,2,269.03
2002,NUTS,2010,ES61,2,275.4
2003,NUTS,2010,ES61,2,404.0
2004,NUTS,2010,ES61,2,390.4
2005,NUTS,2010,ES61,2,467.762
2006,NUTS,2010,ES61,2,527.245
2007,NUTS,2010,ES61,2,592.828
2008,NUTS,2010,ES61,2,661.049
2009,NUTS,2010,ES61,2,683.68
2010,NUTS,2010,ES61,2,723.401
2011,NUTS,2010,ES61,2,708.973
2012,NUTS,2010,ES61,2,626.914
2013,NUTS,2010,ES61,2,626.118
2014,NUTS,2010,ES61,2,631.154
2015,NUTS,2010,ES61,2,651.0
2016,NUTS,2010,ES61,2,579.0
2017,NUTS,2010,ES61,2,617.0
2018,NUTS,2010,ES61,2,645.0
2019,NUTS,2010,ES61,2,679.0
1987,NUTS,2010,ES62,2,6.35
1988,NUTS,2010,ES62,2,6.17
1989,NUTS,2010,ES62,2,9.9
1990,NUTS,2010,ES62,2,12.54
1991,NUTS,2010,ES62,2,14.48
1992,NUTS,2010,ES62,2,25.96
1993,NUTS,2010,ES62,2,27.28
1994,NUTS,2010,ES62,2,22.21
1995,NUTS,2010,ES62,2,23.7
1996,NUTS,2010,ES62,2,23.76
1997,NUTS,2010,ES62,2,23.82
1998,NUTS,2010,ES62,2,27.71
1999,NUTS,2010,ES62,2,29.37
2000,NUTS,2010,ES62,2,42.146
2001,NUTS,2010,ES62,2,38.28
2002,NUTS,2010,ES62,2,43.6
2003,NUTS,2010,ES62,2,55.1
2004,NUTS,2010,ES62,2,59.3
2005,NUTS,2010,ES62,2,64.866
2006,NUTS,2010,ES62,2,72.244
2007,NUTS,2010,ES62,2,81.305
