year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_gov_rse_hc
2018,NUTS,2010,PL43,2,
2019,NUTS,2010,PL43,2,
2000,NUTS,2010,PL5,1,113.0
2003,NUTS,2010,PL5,1,130.0
2004,NUTS,2010,PL5,1,110.0
2005,NUTS,2010,PL5,1,140.0
2006,NUTS,2010,PL5,1,169.0
2007,NUTS,2010,PL5,1,155.0
2008,NUTS,2010,PL5,1,155.0
2009,NUTS,2010,PL5,1,
2010,NUTS,2010,PL5,1,243.0
2011,NUTS,2010,PL5,1,220.0
2012,NUTS,2010,PL5,1,
2013,NUTS,2010,PL5,1,
2014,NUTS,2010,PL5,1,304.0
2015,NUTS,2010,PL5,1,
2016,NUTS,2010,PL5,1,58.0
2017,NUTS,2010,PL5,1,121.0
2018,NUTS,2010,PL5,1,116.0
2019,NUTS,2010,PL5,1,
2000,NUTS,2010,PL51,2,101.0
2003,NUTS,2010,PL51,2,108.0
2004,NUTS,2010,PL51,2,84.0
2005,NUTS,2010,PL51,2,115.0
2006,NUTS,2010,PL51,2,
2007,NUTS,2010,PL51,2,
2008,NUTS,2010,PL51,2,116.0
2009,NUTS,2010,PL51,2,159.0
2010,NUTS,2010,PL51,2,
2011,NUTS,2010,PL51,2,
2012,NUTS,2010,PL51,2,
2013,NUTS,2010,PL51,2,
2014,NUTS,2010,PL51,2,
2015,NUTS,2010,PL51,2,
2016,NUTS,2010,PL51,2,
2017,NUTS,2010,PL51,2,
2018,NUTS,2010,PL51,2,103.0
2019,NUTS,2010,PL51,2,116.0
2000,NUTS,2010,PL52,2,12.0
2003,NUTS,2010,PL52,2,22.0
2004,NUTS,2010,PL52,2,26.0
2005,NUTS,2010,PL52,2,
2006,NUTS,2010,PL52,2,
2007,NUTS,2010,PL52,2,
2008,NUTS,2010,PL52,2,39.0
2009,NUTS,2010,PL52,2,
2010,NUTS,2010,PL52,2,
2011,NUTS,2010,PL52,2,
2012,NUTS,2010,PL52,2,
2013,NUTS,2010,PL52,2,
2014,NUTS,2010,PL52,2,
2015,NUTS,2010,PL52,2,75.0
2016,NUTS,2010,PL52,2,
2017,NUTS,2010,PL52,2,
2018,NUTS,2010,PL52,2,13.0
2019,NUTS,2010,PL52,2,
2000,NUTS,2010,PL6,1,221.0
2003,NUTS,2010,PL6,1,185.0
2004,NUTS,2010,PL6,1,167.0
2005,NUTS,2010,PL6,1,131.0
2006,NUTS,2010,PL6,1,167.0
2007,NUTS,2010,PL6,1,183.0
2008,NUTS,2010,PL6,1,191.0
2009,NUTS,2010,PL6,1,
2010,NUTS,2010,PL6,1,204.0
2011,NUTS,2010,PL6,1,210.0
2012,NUTS,2010,PL6,1,
2013,NUTS,2010,PL6,1,
2014,NUTS,2010,PL6,1,255.0
2015,NUTS,2010,PL6,1,251.0
2016,NUTS,2010,PL6,1,71.0
2017,NUTS,2010,PL6,1,122.0
2018,NUTS,2010,PL6,1,182.0
2019,NUTS,2010,PL6,1,176.0
2000,NUTS,2010,PL61,2,
2003,NUTS,2010,PL61,2,3.0
2004,NUTS,2010,PL61,2,2.0
2005,NUTS,2010,PL61,2,0.0
2006,NUTS,2010,PL61,2,
2007,NUTS,2010,PL61,2,
2008,NUTS,2010,PL61,2,32.0
2009,NUTS,2010,PL61,2,
2010,NUTS,2010,PL61,2,
2011,NUTS,2010,PL61,2,
2012,NUTS,2010,PL61,2,45.0
2013,NUTS,2010,PL61,2,42.0
2014,NUTS,2010,PL61,2,39.0
2015,NUTS,2010,PL61,2,38.0
2016,NUTS,2010,PL61,2,
2017,NUTS,2010,PL61,2,
2018,NUTS,2010,PL61,2,55.0
2019,NUTS,2010,PL61,2,47.0
2000,NUTS,2010,PL62,2,
2003,NUTS,2010,PL62,2,106.0
2004,NUTS,2010,PL62,2,105.0
2005,NUTS,2010,PL62,2,63.0
2006,NUTS,2010,PL62,2,65.0
2007,NUTS,2010,PL62,2,
2008,NUTS,2010,PL62,2,52.0
2009,NUTS,2010,PL62,2,56.0
2010,NUTS,2010,PL62,2,
2011,NUTS,2010,PL62,2,76.0
2012,NUTS,2010,PL62,2,81.0
2013,NUTS,2010,PL62,2,
2014,NUTS,2010,PL62,2,101.0
2015,NUTS,2010,PL62,2,96.0
2016,NUTS,2010,PL62,2,36.0
2017,NUTS,2010,PL62,2,
2018,NUTS,2010,PL62,2,31.0
2019,NUTS,2010,PL62,2,9.0
2000,NUTS,2010,PL63,2,145.0
2003,NUTS,2010,PL63,2,76.0
2004,NUTS,2010,PL63,2,60.0
2005,NUTS,2010,PL63,2,68.0
2006,NUTS,2010,PL63,2,102.0
2007,NUTS,2010,PL63,2,97.0
2008,NUTS,2010,PL63,2,107.0
2009,NUTS,2010,PL63,2,101.0
2010,NUTS,2010,PL63,2,
2011,NUTS,2010,PL63,2,
2012,NUTS,2010,PL63,2,
2013,NUTS,2010,PL63,2,140.0
2014,NUTS,2010,PL63,2,115.0
2015,NUTS,2010,PL63,2,117.0
2016,NUTS,2010,PL63,2,
2017,NUTS,2010,PL63,2,
2018,NUTS,2010,PL63,2,96.0
2019,NUTS,2010,PL63,2,120.0
2016,NUTS,2010,PL7,1,219.0
2017,NUTS,2010,PL7,1,319.0
2018,NUTS,2010,PL7,1,342.0
2019,NUTS,2010,PL7,1,276.0
2016,NUTS,2010,PL71,2,
2017,NUTS,2010,PL71,2,
2018,NUTS,2010,PL71,2,271.0
2019,NUTS,2010,PL71,2,
2016,NUTS,2010,PL72,2,
2017,NUTS,2010,PL72,2,
2018,NUTS,2010,PL72,2,71.0
2019,NUTS,2010,PL72,2,
2016,NUTS,2010,PL8,1,80.0
2017,NUTS,2010,PL8,1,110.0
2018,NUTS,2010,PL8,1,111.0
2019,NUTS,2010,PL8,1,102.0
2016,NUTS,2010,PL81,2,
2017,NUTS,2010,PL81,2,
2018,NUTS,2010,PL81,2,
2019,NUTS,2010,PL81,2,64.0
2016,NUTS,2010,PL82,2,
2017,NUTS,2010,PL82,2,
2018,NUTS,2010,PL82,2,
2019,NUTS,2010,PL82,2,
2016,NUTS,2010,PL84,2,
2017,NUTS,2010,PL84,2,
2018,NUTS,2010,PL84,2,32.0
2019,NUTS,2010,PL84,2,
2016,NUTS,2010,PL9,1,1463.0
2017,NUTS,2010,PL9,1,1750.0
2018,NUTS,2010,PL9,1,1205.0
2019,NUTS,2010,PL9,1,1299.0
2016,NUTS,2010,PL91,2,1450.0
2017,NUTS,2010,PL91,2,
2018,NUTS,2010,PL91,2,1184.0
2019,NUTS,2010,PL91,2,1273.0
2016,NUTS,2010,PL92,2,13.0
2017,NUTS,2010,PL92,2,
2018,NUTS,2010,PL92,2,21.0
2019,NUTS,2010,PL92,2,26.0
1997,NUTS,2010,PT,0,1763.0
1998,NUTS,2010,PT,0,2345.0
1999,NUTS,2010,PT,0,2927.0
2000,NUTS,2010,PT,0,2924.0
2001,NUTS,2010,PT,0,2921.0
2002,NUTS,2010,PT,0,2915.0
2003,NUTS,2010,PT,0,2909.0
2004,NUTS,2010,PT,0,3039.0
2005,NUTS,2010,PT,0,3168.0
2006,NUTS,2010,PT,0,2950.0
2007,NUTS,2010,PT,0,2731.0
2008,NUTS,2010,PT,0,2679.0
2009,NUTS,2010,PT,0,2674.0
2010,NUTS,2010,PT,0,3106.0
2011,NUTS,2010,PT,0,3702.0
2012,NUTS,2010,PT,0,2910.0
2013,NUTS,2010,PT,0,2431.0
2014,NUTS,2010,PT,0,2645.0
2015,NUTS,2010,PT,0,2723.0
2016,NUTS,2010,PT,0,2810.0
2017,NUTS,2010,PT,0,3214.0
2018,NUTS,2010,PT,0,3360.0
2019,NUTS,2010,PT,0,3532.0
2020,NUTS,2010,PT,0,3626.0
2000,NUTS,2010,PT1,1,2831.0
2001,NUTS,2010,PT1,1,2817.0
2002,NUTS,2010,PT1,1,2824.0
2003,NUTS,2010,PT1,1,2830.0
2004,NUTS,2010,PT1,1,2960.0
2005,NUTS,2010,PT1,1,3090.0
2006,NUTS,2010,PT1,1,2881.0
2007,NUTS,2010,PT1,1,2672.0
2008,NUTS,2010,PT1,1,2635.0
2009,NUTS,2010,PT1,1,2608.0
2010,NUTS,2010,PT1,1,3031.0
2011,NUTS,2010,PT1,1,3547.0
2012,NUTS,2010,PT1,1,2767.0
2013,NUTS,2010,PT1,1,2356.0
2014,NUTS,2010,PT1,1,2553.0
2015,NUTS,2010,PT1,1,2621.0
2016,NUTS,2010,PT1,1,2693.0
2017,NUTS,2010,PT1,1,3084.0
2018,NUTS,2010,PT1,1,3249.0
2019,NUTS,2010,PT1,1,3405.0
2020,NUTS,2010,PT1,1,3469.0
2000,NUTS,2010,PT11,2,472.0
2001,NUTS,2010,PT11,2,470.0
2002,NUTS,2010,PT11,2,414.0
2003,NUTS,2010,PT11,2,357.0
2004,NUTS,2010,PT11,2,401.0
2005,NUTS,2010,PT11,2,444.0
2006,NUTS,2010,PT11,2,420.0
2007,NUTS,2010,PT11,2,395.0
2008,NUTS,2010,PT11,2,372.0
2009,NUTS,2010,PT11,2,438.0
2010,NUTS,2010,PT11,2,646.0
2011,NUTS,2010,PT11,2,828.0
2012,NUTS,2010,PT11,2,576.0
2013,NUTS,2010,PT11,2,579.0
2014,NUTS,2010,PT11,2,704.0
2015,NUTS,2010,PT11,2,852.0
2016,NUTS,2010,PT11,2,910.0
2017,NUTS,2010,PT11,2,1091.0
2018,NUTS,2010,PT11,2,1210.0
2019,NUTS,2010,PT11,2,1346.0
2020,NUTS,2010,PT11,2,1288.0
2000,NUTS,2010,PT15,2,42.0
2001,NUTS,2010,PT15,2,42.0
2002,NUTS,2010,PT15,2,34.0
2003,NUTS,2010,PT15,2,25.0
2004,NUTS,2010,PT15,2,20.0
2005,NUTS,2010,PT15,2,15.0
2006,NUTS,2010,PT15,2,20.0
2007,NUTS,2010,PT15,2,24.0
2008,NUTS,2010,PT15,2,16.0
2009,NUTS,2010,PT15,2,42.0
2010,NUTS,2010,PT15,2,99.0
2011,NUTS,2010,PT15,2,78.0
2012,NUTS,2010,PT15,2,122.0
2013,NUTS,2010,PT15,2,75.0
2014,NUTS,2010,PT15,2,27.0
2015,NUTS,2010,PT15,2,23.0
2016,NUTS,2010,PT15,2,32.0
2017,NUTS,2010,PT15,2,44.0
2018,NUTS,2010,PT15,2,45.0
2019,NUTS,2010,PT15,2,45.0
2020,NUTS,2010,PT15,2,71.0
2000,NUTS,2010,PT16,2,264.0
2001,NUTS,2010,PT16,2,217.0
2002,NUTS,2010,PT16,2,257.0
2003,NUTS,2010,PT16,2,296.0
2004,NUTS,2010,PT16,2,388.0
2005,NUTS,2010,PT16,2,480.0
2006,NUTS,2010,PT16,2,383.0
2007,NUTS,2010,PT16,2,286.0
2008,NUTS,2010,PT16,2,277.0
2009,NUTS,2010,PT16,2,324.0
2010,NUTS,2010,PT16,2,451.0
2011,NUTS,2010,PT16,2,518.0
2012,NUTS,2010,PT16,2,393.0
2013,NUTS,2010,PT16,2,316.0
2014,NUTS,2010,PT16,2,376.0
2015,NUTS,2010,PT16,2,430.0
2016,NUTS,2010,PT16,2,447.0
2017,NUTS,2010,PT16,2,472.0
2018,NUTS,2010,PT16,2,464.0
2019,NUTS,2010,PT16,2,523.0
2020,NUTS,2010,PT16,2,488.0
2000,NUTS,2010,PT17,2,1980.0
2001,NUTS,2010,PT17,2,2020.0
2002,NUTS,2010,PT17,2,2040.0
2003,NUTS,2010,PT17,2,2059.0
2004,NUTS,2010,PT17,2,2074.0
2005,NUTS,2010,PT17,2,2088.0
2006,NUTS,2010,PT17,2,1997.0
2007,NUTS,2010,PT17,2,1906.0
2008,NUTS,2010,PT17,2,1897.0
2009,NUTS,2010,PT17,2,1760.0
2010,NUTS,2010,PT17,2,1794.0
2011,NUTS,2010,PT17,2,2100.0
2012,NUTS,2010,PT17,2,1665.0
2013,NUTS,2010,PT17,2,1375.0
2014,NUTS,2010,PT17,2,1439.0
2015,NUTS,2010,PT17,2,1304.0
2016,NUTS,2010,PT17,2,1293.0
2017,NUTS,2010,PT17,2,1477.0
2018,NUTS,2010,PT17,2,1527.0
2019,NUTS,2010,PT17,2,1490.0
2020,NUTS,2010,PT17,2,1620.0
2000,NUTS,2010,PT18,2,73.0
2001,NUTS,2010,PT18,2,68.0
2002,NUTS,2010,PT18,2,81.0
2003,NUTS,2010,PT18,2,93.0
2004,NUTS,2010,PT18,2,78.0
2005,NUTS,2010,PT18,2,63.0
2006,NUTS,2010,PT18,2,62.0
2007,NUTS,2010,PT18,2,61.0
2008,NUTS,2010,PT18,2,73.0
2009,NUTS,2010,PT18,2,44.0
2010,NUTS,2010,PT18,2,41.0
2011,NUTS,2010,PT18,2,23.0
2012,NUTS,2010,PT18,2,11.0
2013,NUTS,2010,PT18,2,11.0
2014,NUTS,2010,PT18,2,7.0
2015,NUTS,2010,PT18,2,12.0
2016,NUTS,2010,PT18,2,11.0
2017,NUTS,2010,PT18,2,0.0
2018,NUTS,2010,PT18,2,3.0
2019,NUTS,2010,PT18,2,1.0
2020,NUTS,2010,PT18,2,2.0
2000,NUTS,2010,PT2,1,27.0
2001,NUTS,2010,PT2,1,27.0
2002,NUTS,2010,PT2,1,29.0
2003,NUTS,2010,PT2,1,31.0
2004,NUTS,2010,PT2,1,31.0
2005,NUTS,2010,PT2,1,31.0
2006,NUTS,2010,PT2,1,31.0
2007,NUTS,2010,PT2,1,31.0
2008,NUTS,2010,PT2,1,17.0
2009,NUTS,2010,PT2,1,25.0
2010,NUTS,2010,PT2,1,17.0
2011,NUTS,2010,PT2,1,38.0
2012,NUTS,2010,PT2,1,94.0
2013,NUTS,2010,PT2,1,45.0
2014,NUTS,2010,PT2,1,61.0
2015,NUTS,2010,PT2,1,58.0
2016,NUTS,2010,PT2,1,58.0
2017,NUTS,2010,PT2,1,57.0
2018,NUTS,2010,PT2,1,42.0
2019,NUTS,2010,PT2,1,46.0
2020,NUTS,2010,PT2,1,70.0
2000,NUTS,2010,PT20,2,27.0
2001,NUTS,2010,PT20,2,27.0
2002,NUTS,2010,PT20,2,29.0
2003,NUTS,2010,PT20,2,31.0
2004,NUTS,2010,PT20,2,31.0
2005,NUTS,2010,PT20,2,31.0
2006,NUTS,2010,PT20,2,31.0
2007,NUTS,2010,PT20,2,31.0
2008,NUTS,2010,PT20,2,17.0
2009,NUTS,2010,PT20,2,25.0
2010,NUTS,2010,PT20,2,17.0
2011,NUTS,2010,PT20,2,38.0
2012,NUTS,2010,PT20,2,94.0
2013,NUTS,2010,PT20,2,45.0
2014,NUTS,2010,PT20,2,61.0
2015,NUTS,2010,PT20,2,58.0
2016,NUTS,2010,PT20,2,58.0
2017,NUTS,2010,PT20,2,57.0
2018,NUTS,2010,PT20,2,42.0
2019,NUTS,2010,PT20,2,46.0
2020,NUTS,2010,PT20,2,70.0
2000,NUTS,2010,PT3,1,67.0
2001,NUTS,2010,PT3,1,77.0
2002,NUTS,2010,PT3,1,63.0
2003,NUTS,2010,PT3,1,48.0
2004,NUTS,2010,PT3,1,48.0
2005,NUTS,2010,PT3,1,47.0
2006,NUTS,2010,PT3,1,38.0
2007,NUTS,2010,PT3,1,28.0
2008,NUTS,2010,PT3,1,27.0
2009,NUTS,2010,PT3,1,41.0
2010,NUTS,2010,PT3,1,58.0
2011,NUTS,2010,PT3,1,117.0
2012,NUTS,2010,PT3,1,49.0
2013,NUTS,2010,PT3,1,30.0
2014,NUTS,2010,PT3,1,31.0
2015,NUTS,2010,PT3,1,44.0
2016,NUTS,2010,PT3,1,59.0
2017,NUTS,2010,PT3,1,73.0
2018,NUTS,2010,PT3,1,69.0
2019,NUTS,2010,PT3,1,81.0
2020,NUTS,2010,PT3,1,87.0
2000,NUTS,2010,PT30,2,67.0
2001,NUTS,2010,PT30,2,77.0
2002,NUTS,2010,PT30,2,63.0
2003,NUTS,2010,PT30,2,48.0
2004,NUTS,2010,PT30,2,48.0
2005,NUTS,2010,PT30,2,47.0
2006,NUTS,2010,PT30,2,38.0
2007,NUTS,2010,PT30,2,28.0
2008,NUTS,2010,PT30,2,27.0
2009,NUTS,2010,PT30,2,41.0
2010,NUTS,2010,PT30,2,58.0
2011,NUTS,2010,PT30,2,117.0
2012,NUTS,2010,PT30,2,49.0
2013,NUTS,2010,PT30,2,30.0
2014,NUTS,2010,PT30,2,31.0
2015,NUTS,2010,PT30,2,44.0
2016,NUTS,2010,PT30,2,59.0
2017,NUTS,2010,PT30,2,73.0
2018,NUTS,2010,PT30,2,69.0
2019,NUTS,2010,PT30,2,81.0
2020,NUTS,2010,PT30,2,87.0
1997,NUTS,2010,RO,0,3145.0
1998,NUTS,2010,RO,0,3413.0
1999,NUTS,2010,RO,0,2958.0
2000,NUTS,2010,RO,0,2638.0
2001,NUTS,2010,RO,0,2802.0
2002,NUTS,2010,RO,0,2997.0
2003,NUTS,2010,RO,0,3083.0
2004,NUTS,2010,RO,0,3237.0
2005,NUTS,2010,RO,0,4077.0
2006,NUTS,2010,RO,0,2923.0
2007,NUTS,2010,RO,0,3063.0
2008,NUTS,2010,RO,0,3332.0
2009,NUTS,2010,RO,0,2975.0
2010,NUTS,2010,RO,0,2912.0
2011,NUTS,2010,RO,0,2833.0
2012,NUTS,2010,RO,0,3145.0
2013,NUTS,2010,RO,0,3332.0
2014,NUTS,2010,RO,0,3313.0
2015,NUTS,2010,RO,0,3472.0
2016,NUTS,2010,RO,0,3461.0
2017,NUTS,2010,RO,0,3352.0
2018,NUTS,2010,RO,0,3360.0
2019,NUTS,2010,RO,0,3522.0
2002,NUTS,2010,RO1,1,124.0
2003,NUTS,2010,RO1,1,178.0
2004,NUTS,2010,RO1,1,82.0
2005,NUTS,2010,RO1,1,81.0
2006,NUTS,2010,RO1,1,161.0
2007,NUTS,2010,RO1,1,170.0
2008,NUTS,2010,RO1,1,138.0
2009,NUTS,2010,RO1,1,182.0
2010,NUTS,2010,RO1,1,93.0
2011,NUTS,2010,RO1,1,148.0
2012,NUTS,2010,RO1,1,279.0
2013,NUTS,2010,RO1,1,298.0
2014,NUTS,2010,RO1,1,291.0
2015,NUTS,2010,RO1,1,300.0
2016,NUTS,2010,RO1,1,288.0
2017,NUTS,2010,RO1,1,264.0
2018,NUTS,2010,RO1,1,270.0
2019,NUTS,2010,RO1,1,300.0
2002,NUTS,2010,RO11,2,100.0
2003,NUTS,2010,RO11,2,155.0
2004,NUTS,2010,RO11,2,61.0
2005,NUTS,2010,RO11,2,61.0
2006,NUTS,2010,RO11,2,144.0
2007,NUTS,2010,RO11,2,146.0
2008,NUTS,2010,RO11,2,115.0
2009,NUTS,2010,RO11,2,156.0
2010,NUTS,2010,RO11,2,66.0
2011,NUTS,2010,RO11,2,104.0
2012,NUTS,2010,RO11,2,228.0
2013,NUTS,2010,RO11,2,241.0
2014,NUTS,2010,RO11,2,218.0
2015,NUTS,2010,RO11,2,232.0
2016,NUTS,2010,RO11,2,221.0
2017,NUTS,2010,RO11,2,210.0
2018,NUTS,2010,RO11,2,220.0
2019,NUTS,2010,RO11,2,232.0
2002,NUTS,2010,RO12,2,24.0
2003,NUTS,2010,RO12,2,23.0
2004,NUTS,2010,RO12,2,21.0
2005,NUTS,2010,RO12,2,20.0
2006,NUTS,2010,RO12,2,17.0
2007,NUTS,2010,RO12,2,24.0
2008,NUTS,2010,RO12,2,23.0
2009,NUTS,2010,RO12,2,26.0
2010,NUTS,2010,RO12,2,27.0
2011,NUTS,2010,RO12,2,44.0
2012,NUTS,2010,RO12,2,51.0
2013,NUTS,2010,RO12,2,57.0
2014,NUTS,2010,RO12,2,73.0
2015,NUTS,2010,RO12,2,68.0
2016,NUTS,2010,RO12,2,67.0
2017,NUTS,2010,RO12,2,54.0
2018,NUTS,2010,RO12,2,50.0
2019,NUTS,2010,RO12,2,68.0
2002,NUTS,2010,RO2,1,213.0
2003,NUTS,2010,RO2,1,203.0
2004,NUTS,2010,RO2,1,275.0
2005,NUTS,2010,RO2,1,242.0
2006,NUTS,2010,RO2,1,278.0
2007,NUTS,2010,RO2,1,294.0
2008,NUTS,2010,RO2,1,301.0
2009,NUTS,2010,RO2,1,266.0
2010,NUTS,2010,RO2,1,290.0
2011,NUTS,2010,RO2,1,361.0
2012,NUTS,2010,RO2,1,335.0
2013,NUTS,2010,RO2,1,331.0
2014,NUTS,2010,RO2,1,333.0
2015,NUTS,2010,RO2,1,370.0
2016,NUTS,2010,RO2,1,360.0
2017,NUTS,2010,RO2,1,348.0
2018,NUTS,2010,RO2,1,382.0
2019,NUTS,2010,RO2,1,397.0
2002,NUTS,2010,RO21,2,176.0
2003,NUTS,2010,RO21,2,166.0
2004,NUTS,2010,RO21,2,227.0
2005,NUTS,2010,RO21,2,207.0
2006,NUTS,2010,RO21,2,230.0
2007,NUTS,2010,RO21,2,244.0
2008,NUTS,2010,RO21,2,251.0
2009,NUTS,2010,RO21,2,222.0
2010,NUTS,2010,RO21,2,216.0
2011,NUTS,2010,RO21,2,251.0
2012,NUTS,2010,RO21,2,239.0
2013,NUTS,2010,RO21,2,243.0
2014,NUTS,2010,RO21,2,249.0
2015,NUTS,2010,RO21,2,263.0
2016,NUTS,2010,RO21,2,263.0
2017,NUTS,2010,RO21,2,246.0
2018,NUTS,2010,RO21,2,280.0
2019,NUTS,2010,RO21,2,287.0
2002,NUTS,2010,RO22,2,37.0
2003,NUTS,2010,RO22,2,37.0
2004,NUTS,2010,RO22,2,48.0
2005,NUTS,2010,RO22,2,35.0
2006,NUTS,2010,RO22,2,48.0
2007,NUTS,2010,RO22,2,50.0
2008,NUTS,2010,RO22,2,50.0
2009,NUTS,2010,RO22,2,44.0
2010,NUTS,2010,RO22,2,74.0
2011,NUTS,2010,RO22,2,110.0
2012,NUTS,2010,RO22,2,96.0
2013,NUTS,2010,RO22,2,88.0
2014,NUTS,2010,RO22,2,84.0
2015,NUTS,2010,RO22,2,107.0
2016,NUTS,2010,RO22,2,97.0
2017,NUTS,2010,RO22,2,102.0
2018,NUTS,2010,RO22,2,102.0
2019,NUTS,2010,RO22,2,110.0
2002,NUTS,2010,RO3,1,2508.0
2003,NUTS,2010,RO3,1,2549.0
2004,NUTS,2010,RO3,1,2653.0
2005,NUTS,2010,RO3,1,3562.0
2006,NUTS,2010,RO3,1,2287.0
2007,NUTS,2010,RO3,1,2393.0
2008,NUTS,2010,RO3,1,2680.0
2009,NUTS,2010,RO3,1,2343.0
2010,NUTS,2010,RO3,1,2341.0
2011,NUTS,2010,RO3,1,2148.0
2012,NUTS,2010,RO3,1,2409.0
2013,NUTS,2010,RO3,1,2532.0
2014,NUTS,2010,RO3,1,2534.0
2015,NUTS,2010,RO3,1,2622.0
2016,NUTS,2010,RO3,1,2629.0
2017,NUTS,2010,RO3,1,2552.0
2018,NUTS,2010,RO3,1,2506.0
2019,NUTS,2010,RO3,1,2601.0
2002,NUTS,2010,RO31,2,6.0
2006,NUTS,2010,RO31,2,6.0
2007,NUTS,2010,RO31,2,37.0
2008,NUTS,2010,RO31,2,42.0
2009,NUTS,2010,RO31,2,27.0
2010,NUTS,2010,RO31,2,15.0
2011,NUTS,2010,RO31,2,90.0
2012,NUTS,2010,RO31,2,90.0
2013,NUTS,2010,RO31,2,90.0
2014,NUTS,2010,RO31,2,87.0
2015,NUTS,2010,RO31,2,89.0
2016,NUTS,2010,RO31,2,88.0
2017,NUTS,2010,RO31,2,78.0
2018,NUTS,2010,RO31,2,63.0
2019,NUTS,2010,RO31,2,61.0
2002,NUTS,2010,RO32,2,2502.0
2003,NUTS,2010,RO32,2,2549.0
2004,NUTS,2010,RO32,2,2653.0
2005,NUTS,2010,RO32,2,3562.0
2006,NUTS,2010,RO32,2,2281.0
2007,NUTS,2010,RO32,2,2356.0
2008,NUTS,2010,RO32,2,2638.0
2009,NUTS,2010,RO32,2,2316.0
2010,NUTS,2010,RO32,2,2326.0
2011,NUTS,2010,RO32,2,2058.0
2012,NUTS,2010,RO32,2,2319.0
2013,NUTS,2010,RO32,2,2442.0
2014,NUTS,2010,RO32,2,2447.0
2015,NUTS,2010,RO32,2,2533.0
2016,NUTS,2010,RO32,2,2541.0
2017,NUTS,2010,RO32,2,2474.0
2018,NUTS,2010,RO32,2,2443.0
2019,NUTS,2010,RO32,2,2540.0
2002,NUTS,2010,RO4,1,152.0
2003,NUTS,2010,RO4,1,153.0
2004,NUTS,2010,RO4,1,227.0
2005,NUTS,2010,RO4,1,192.0
2006,NUTS,2010,RO4,1,197.0
2007,NUTS,2010,RO4,1,206.0
2008,NUTS,2010,RO4,1,213.0
2009,NUTS,2010,RO4,1,184.0
2010,NUTS,2010,RO4,1,188.0
2011,NUTS,2010,RO4,1,176.0
2012,NUTS,2010,RO4,1,122.0
2013,NUTS,2010,RO4,1,171.0
2014,NUTS,2010,RO4,1,155.0
2015,NUTS,2010,RO4,1,180.0
2016,NUTS,2010,RO4,1,184.0
2017,NUTS,2010,RO4,1,188.0
2018,NUTS,2010,RO4,1,202.0
2019,NUTS,2010,RO4,1,224.0
2002,NUTS,2010,RO41,2,76.0
2003,NUTS,2010,RO41,2,79.0
2004,NUTS,2010,RO41,2,73.0
2005,NUTS,2010,RO41,2,76.0
2006,NUTS,2010,RO41,2,74.0
2007,NUTS,2010,RO41,2,83.0
2008,NUTS,2010,RO41,2,90.0
2009,NUTS,2010,RO41,2,86.0
2010,NUTS,2010,RO41,2,73.0
2011,NUTS,2010,RO41,2,102.0
2012,NUTS,2010,RO41,2,57.0
2013,NUTS,2010,RO41,2,100.0
2014,NUTS,2010,RO41,2,85.0
2015,NUTS,2010,RO41,2,112.0
2016,NUTS,2010,RO41,2,109.0
2017,NUTS,2010,RO41,2,107.0
2018,NUTS,2010,RO41,2,109.0
2019,NUTS,2010,RO41,2,117.0
2002,NUTS,2010,RO42,2,76.0
2003,NUTS,2010,RO42,2,74.0
2004,NUTS,2010,RO42,2,154.0
2005,NUTS,2010,RO42,2,116.0
2006,NUTS,2010,RO42,2,123.0
2007,NUTS,2010,RO42,2,123.0
2008,NUTS,2010,RO42,2,123.0
2009,NUTS,2010,RO42,2,98.0
2010,NUTS,2010,RO42,2,115.0
2011,NUTS,2010,RO42,2,74.0
2012,NUTS,2010,RO42,2,65.0
2013,NUTS,2010,RO42,2,71.0
2014,NUTS,2010,RO42,2,70.0
2015,NUTS,2010,RO42,2,68.0
2016,NUTS,2010,RO42,2,75.0
2017,NUTS,2010,RO42,2,81.0
2018,NUTS,2010,RO42,2,93.0
2019,NUTS,2010,RO42,2,107.0
2008,NUTS,2010,RS,0,1480.0
2009,NUTS,2010,RS,0,1507.0
2010,NUTS,2010,RS,0,1465.0
2011,NUTS,2010,RS,0,1636.0
2012,NUTS,2010,RS,0,1713.0
2013,NUTS,2010,RS,0,1808.0
2014,NUTS,2010,RS,0,1699.0
2015,NUTS,2010,RS,0,1851.0
2016,NUTS,2010,RS,0,1727.0
2017,NUTS,2010,RS,0,1819.0
2018,NUTS,2010,RS,0,1906.0
2019,NUTS,2010,RS,0,2008.0
2020,NUTS,2010,RS,0,2113.0
2018,NUTS,2010,RS1,1,1860.0
2019,NUTS,2010,RS1,1,1956.0
2020,NUTS,2010,RS1,1,2020.0
2018,NUTS,2010,RS11,2,1715.0
2019,NUTS,2010,RS11,2,1790.0
2020,NUTS,2010,RS11,2,1841.0
2018,NUTS,2010,RS12,2,145.0
2019,NUTS,2010,RS12,2,166.0
2020,NUTS,2010,RS12,2,179.0
2018,NUTS,2010,RS2,1,46.0
2019,NUTS,2010,RS2,1,52.0
2020,NUTS,2010,RS2,1,93.0
2018,NUTS,2010,RS21,2,13.0
2019,NUTS,2010,RS21,2,14.0
2020,NUTS,2010,RS21,2,46.0
2018,NUTS,2010,RS22,2,33.0
2019,NUTS,2010,RS22,2,38.0
2020,NUTS,2010,RS22,2,47.0
